00VD               20071108                                                                                   
0601VDC5+       20080101000970100000005000m0500009439000973   
0601VDC5+       20080101000975100000005000m0500009536400978   
0601VDC5+       20080101000980100000005000m0500009624500982   
0601VDC5+       20080101000985100000005000m0500009713000986   
0601VDC5+       20080101000990100000005000m0500009801900990   
0601VDC5+       20080101000995100000005000m0500009911100996   
0601VDC5+       20080101001000100000100000m0500010441001044   
0601VDC5+       20080101001100100000100000m0500012519101138   
0601VDC5+       20080101001200100000100000m0500014701201225   
0601VDC5+       20080101001300100000100000m0500017044301311   
0601VDC5+       20080101001400100000100000m0500019671401405   
0601VDC5+       20080101001500100000100000m0500022606501507   
0601VDC5+       20080101001600100000100000m0500025585501599   
0601VDC5+       20080101001700100000100000m0500028544601679   
0601VDC5+       20080101001800100000100000m0500031573701754   
0601VDC5+       20080101001900100000100000m0500034562801819   
0601VDC5+       20080101002000100000100000m0500037741801887   
0601VDC5+       20080101002100100000100000m0500040972901951   
0601VDC5+       20080101002200100000100000m0500044156002007   
0601VDC5+       20080101002300100000100000m0500047359002059   
0601VDC5+       20080101002400100000100000m0500050594102108   
0601VDC5+       20080101002500100000100000m0500054652102186   
0601VDC5+       20080101002600100000100000m0500058788202261   
0601VDC5+       20080101002700100000100000m0500062858302328   
0601VDC5+       20080101002800100000100000m0500067202402400   
0601VDC5+       20080101002900100000100000m0500071487402465   
0601VDC5+       20080101003000100000100000m0500075812502527   
0601VDC5+       20080101003100100000100000m0500080137502585   
0601VDC5+       20080101003200100000100000m0500084386602637   
0601VDC5+       20080101003300100000100000m0500088640602686   
0601VDC5+       20080101003400100000100000m0500092856702731   
0601VDC5+       20080101003500100000100000m0500097162702776   
0601VDC5+       20080101003600100000100000m0500101450802818   
0601VDC5+       20080101003700100000100000m0500105674802856   
0601VDC5+       20080101003800100000100000m0500109898802892   
0601VDC5+       20080101003900100000100000m0500114233902929   
0601VDC5+       20080101004000100046000000m0500118522902963   
0601VDC6+       20080101000000100000595000m0600000000000000   
0601VDC6+       20080101000595100000005000m0600000130900022   
0601VDC6+       20080101000600100000005000m0600000276000046   
0601VDC6+       20080101000605100000005000m0600000387200064   
0601VDC6+       20080101000610100000005000m0600000512400084   
0601VDC6+       20080101000615100000005000m0600000608900099   
0601VDC6+       20080101000620100000005000m0600000719300116   
0601VDC6+       20080101000625100000005000m0600000843800135   
0601VDC6+       20080101000630100000005000m0600000926200147   
0601VDC6+       20080101000635100000005000m0600001047900165   
0601VDC6+       20080101000640100000005000m0600001132900177   
0601VDC6+       20080101000645100000005000m0600001257900195   
0601VDC6+       20080101000650100000005000m0600001345700207   
0601VDC6+       20080101000655100000005000m0600001460800223   
0601VDC6+       20080101000660100000005000m0600001551200235   
0601VDC6+       20080101000665100000005000m0600001669400251   
0601VDC6+       20080101000670100000005000m0600001782400266   
0601VDC6+       20080101000675100000005000m0600001890200280   
0601VDC6+       20080101000680100000005000m0600002006200295   
0601VDC6+       20080101000685100000005000m0600002116900309   
0601VDC6+       20080101000690100000005000m0600002215200321   
0601VDC6+       20080101000695100000005000m0600002328500335   
0601VDC6+       20080101000700100000005000m0600002422300346   
0601VDC6+       20080101000705100000005000m0600002538300360   
0601VDC6+       20080101000710100000005000m0600002641500372   
0601VDC6+       20080101000715100000005000m0600002753100385   
0601VDC6+       20080101000720100000005000m0600002873100399   
0601VDC6+       20080101000725100000005000m0600002965600409   
0601VDC6+       20080101000730100000005000m0600003088300423   
0601VDC6+       20080101000735100000005000m0600003182900433   
0601VDC6+       20080101000740100000005000m0600003308200447   
0601VDC6+       20080101000745100000005000m0600003397600456   
0601VDC6+       20080101000750100000005000m0600003525400470   
0601VDC6+       20080101000755100000005000m0600003616900479   
0601VDC6+       20080101000760100000005000m0600003739600492   
0601VDC6+       20080101000765100000005000m0600003856100504   
0601VDC6+       20080101000770100000005000m0600003958300514   
0601VDC6+       20080101000775100000005000m0600004077000526   
0601VDC6+       20080101000780100000005000m0600004181300536   
0601VDC6+       20080101000785100000005000m0600004294400547   
0601VDC6+       20080101000790100000005000m0600004408700558   
0601VDC6+       20080101000795100000005000m0600004547900572   
0601VDC6+       20080101000800100000005000m0600004664500583   
0601VDC6+       20080101000805100000005000m0600004766100592   
0601VDC6+       20080101000810100000005000m0600004884900603   
0601VDC6+       20080101000815100000005000m0600005012800615   
0601VDC6+       20080101000820100000005000m0600005109200623   
0601VDC6+       20080101000825100000005000m0600005239300635   
0601VDC6+       20080101000830100000005000m0600005337500643   
0601VDC6+       20080101000835100000005000m0600005469900655   
0601VDC6+       20080101000840100000005000m0600005578200664   
0601VDC6+       20080101000845100000005000m0600005721300677   
0601VDC6+       20080101000850100000005000m0600005831600686   
0601VDC6+       20080101000855100000005000m0600005977100699   
0601VDC6+       20080101000860100000005000m0600006115300711   
0601VDC6+       20080101000865100000005000m0600006228700720   
0601VDC6+       20080101000870100000005000m0600006369100732   
0601VDC6+       20080101000875100000005000m0600006484400741   
0601VDC6+       20080101000880100000005000m0600006618300752   
0601VDC6+       20080101000885100000005000m0600006735600761   
0601VDC6+       20080101000890100000005000m0600006871500772   
0601VDC6+       20080101000895100000005000m0600007017500784   
0601VDC6+       20080101000900100000005000m0600007101700789   
0601VDC6+       20080101000905100000005000m0600007195500795   
0601VDC6+       20080101000910100000005000m0600007289900801   
0601VDC6+       20080101000915100000005000m0600007384800807   
0601VDC6+       20080101000920100000005000m0600007471200812   
0601VDC6+       20080101000925100000005000m0600007558000817   
0601VDC6+       20080101000930100000005000m0600007645400822   
0601VDC6+       20080101000935100000005000m0600007742600828   
0601VDC6+       20080101000940100000005000m0600007831000833   
0601VDC6+       20080101000945100000005000m0600007929300839   
0601VDC6+       20080101000950100000005000m0600008018800844   
0601VDC6+       20080101000955100000005000m0600008108700849   
0601VDC6+       20080101000960100000005000m0600008208800855   
0601VDC6+       20080101000965100000005000m0600008299800860   
0601VDC6+       20080101000970100000005000m0600008391300865   
0601VDC6+       20080101000975100000005000m0600008483300870   
0601VDC6+       20080101000980100000005000m0600008575800875   
0601VDC6+       20080101000985100000005000m0600008688500882   
0601VDC6+       20080101000990100000005000m0600008782100887   
0601VDC6+       20080101000995100000005000m0600008876200892   
0601VDC6+       20080101001000100000100000m0600009420900942   
0601VDC6+       20080101001100100000100000m0600011441001040   
0601VDC6+       20080101001200100000100000m0600013561101130   
0601VDC6+       20080101001300100000100000m0600015783201214   
0601VDC6+       20080101001400100000100000m0600018103201293   
0601VDC6+       20080101001500100000100000m0600020746301383   
0601VDC6+       20080101001600100000100000m0600023713401482   
0601VDC6+       20080101001700100000100000m0600026674501569   
0601VDC6+       20080101001800100000100000m0600029683601649   
0601VDC6+       20080101001900100000100000m0600032662701719   
0601VDC6+       20080101002000100000100000m0600035641701782   
0601VDC6+       20080101002100100000100000m0600038683801842   
0601VDC6+       20080101002200100000100000m0600041779801899   
0601VDC6+       20080101002300100000100000m0600044966901955   
0601VDC6+       20080101002400100000100000m0600048194002008   
0601VDC6+       20080101002500100000100000m0600051402002056   
0601VDC6+       20080101002600100000100000m0600054576002099   
0601VDC6+       20080101002700100000100000m0600058484102166   
0601VDC6+       20080101002800100000100000m0600062806202243   
0601VDC6+       20080101002900100000100000m0600067021302311   
0601VDC6+       20080101003000100000100000m0600071372302379   
0601VDC6+       20080101003100100000100000m0600075797402445   
0601VDC6+       20080101003200100000100000m0600080130502504   
0601VDC6+       20080101003300100000100000m0600084614502564   
0601VDC6+       20080101003400100000100000m0600088980602617   
0601VDC6+       20080101003500100000100000m0600093347602667   
0601VDC6+       20080101003600100000100000m0600097598702711   
0601VDC6+       20080101003700100000100000m0600101974702756   
0601VDC6+       20080101003800100000100000m0600106364702799   
0601VDC6+       20080101003900100000100000m0600110645802837   
0601VDC6+       20080101004000100046000000m0600114922802873   
0601VDC0+       20080101000000100000125000w0000000000000000   
0601VDC0+       20080101000125100000005000w0000000012500010   
0601VDC0+       20080101000130100000005000w0000000024700019   
0601VDC0+       20080101000135100000005000w0000000062100046   
0601VDC0+       20080101000140100000005000w0000000093800067   
0601VDC0+       20080101000145100000005000w0000000155200107   
0601VDC0+       20080101000150100000005000w0000000202600135   
0601VDC0+       20080101000155100000005000w0000000274500177   
0601VDC0+       20080101000160100000005000w0000000333000208   
0601VDC0+       20080101000165100000005000w0000000419300254   
0601VDC0+       20080101000170100000005000w0000000483000284   
0601VDC0+       20080101000175100000005000w0000000577800330   
0601VDC0+       20080101000180100000005000w0000000657300365   
0601VDC0+       20080101000185100000005000w0000000757000409   
0601VDC0+       20080101000190100000005000w0000000845900445   
0601VDC0+       20080101000195100000005000w0000000977400501   
0601VDC0+       20080101000200100000005000w0000001056500528   
0601VDC0+       20080101000205100000005000w0000001185400578   
0601VDC0+       20080101000210100000005000w0000001266900603   
0601VDC0+       20080101000215100000005000w0000001406700654   
0601VDC0+       20080101000220100000005000w0000001490000677   
0601VDC0+       20080101000225100000005000w0000001638700728   
0601VDC0+       20080101000230100000005000w0000001732600753   
0601VDC0+       20080101000235100000005000w0000001883100801   
0601VDC0+       20080101000240100000005000w0000001980800825   
0601VDC0+       20080101000245100000005000w0000002132300870   
0601VDC0+       20080101000250100000005000w0000002235800894   
0601VDC0+       20080101000255100000005000w0000002382600934   
