00OW               20081103                                                                                   
0601OWA1d       20090101001235100000005000 0100016260001314   
0601OWA1d       20090101001240100000005000 0100016350001316   
0601OWA1d       20090101001245100000005000 0100016440001318   
0601OWA1d       20090101001250100000005000 0100016550001321   
0601OWA1d       20090101001255100000005000 0100016640001323   
0601OWA1d       20090101001260100000005000 0100016730001325   
0601OWA1d       20090101001265100000005000 0100016840001329   
0601OWA1d       20090101001270100000005000 0100016930001330   
0601OWA1d       20090101001275100000005000 0100017040001334   
0601OWA1d       20090101001280100000005000 0100017130001336   
0601OWA1d       20090101001285100000005000 0100017220001337   
0601OWA1d       20090101001290100000005000 0100017340001342   
0601OWA1d       20090101001295100000005000 0100017440001344   
0601OWA1d       20090101001300100000005000 0100017540001347   
0601OWA1d       20090101001305100000005000 0100017660001351   
0601OWA1d       20090101001310100000005000 0100017760001353   
0601OWA1d       20090101001315100000005000 0100017860001356   
0601OWA1d       20090101001320100000005000 0100017980001360   
0601OWA1d       20090101001325100000005000 0100018070001361   
0601OWA1d       20090101001330100000005000 0100018190001365   
0601OWA1d       20090101001335100000005000 0100018290001367   
0601OWA1d       20090101001340100000005000 0100018390001370   
0601OWA1d       20090101001345100000005000 0100018510001374   
0601OWA1d       20090101001350100000005000 0100018610001376   
0601OWA1d       20090101001355100000005000 0100018710001378   
0601OWA1d       20090101001360100000005000 0100018830001382   
0601OWA1d       20090101001365100000005000 0100018930001384   
0601OWA1d       20090101001370100000005000 0100019050001388   
0601OWA1d       20090101001375100000005000 0100019150001390   
0601OWA1d       20090101001380100000005000 0100019250001392   
0601OWA1d       20090101001385100000005000 0100019370001396   
0601OWA1d       20090101001390100000005000 0100019470001398   
0601OWA1d       20090101001395100000005000 0100019560001400   
0601OWA1d       20090101001400100000005000 0100019680001403   
0601OWA1d       20090101001405100000005000 0100019780001405   
0601OWA1d       20090101001410100000005000 0100019880001407   
0601OWA1d       20090101001415100000005000 0100020000001411   
0601OWA1d       20090101001420100000005000 0100020100001413   
0601OWA1d       20090101001425100000005000 0100020220001416   
0601OWA1d       20090101001430100000005000 0100020320001418   
0601OWA1d       20090101001435100000005000 0100020420001421   
0601OWA1d       20090101001440100000005000 0100020540001424   
0601OWA1d       20090101001445100000005000 0100020640001426   
0601OWA1d       20090101001450100000005000 0100020740001428   
0601OWA1d       20090101001455100000005000 0100020860001431   
0601OWA1d       20090101001460100000005000 0100020960001433   
0601OWA1d       20090101001465100000005000 0100021060001435   
0601OWA1d       20090101001470100000005000 0100021170001438   
0601OWA1d       20090101001475100000005000 0100021270001440   
0601OWA1d       20090101001480100000005000 0100021390001443   
0601OWA1d       20090101001485100000005000 0100021490001445   
0601OWA1d       20090101001490100000005000 0100021590001447   
0601OWA1d       20090101001495100000005000 0100021710001450   
0601OWA1d       20090101001500100000500000 0100027280001559   
0601OWA2d       20090101000000100000040000 0200000030000150   
0601OWA2d       20090101000040100000005000 0200000030000071   
0601OWA2d       20090101000045100000005000 0200000030000063   
0601OWA2d       20090101000050100000005000 0200000030000057   
0601OWA2d       20090101000055100000005000 0200000030000052   
0601OWA2d       20090101000060100000005000 0200000030000048   
0601OWA2d       20090101000065100000005000 0200000030000044   
0601OWA2d       20090101000070100000005000 0200000030000041   
0601OWA2d       20090101000075100000005000 0200000030000039   
0601OWA2d       20090101000080100000005000 0200000030000036   
0601OWA2d       20090101000085100000005000 0200000030000034   
0601OWA2d       20090101000090100000005000 0200000030000032   
0601OWA2d       20090101000095100000005000 0200000030000031   
0601OWA2d       20090101000100100000005000 0200000030000029   
0601OWA2d       20090101000105100000005000 0200000030000028   
0601OWA2d       20090101000110100000005000 0200000030000027   
0601OWA2d       20090101000115100000005000 0200000030000026   
0601OWA2d       20090101000120100000005000 0200000030000024   
0601OWA2d       20090101000125100000005000 0200000030000024   
0601OWA2d       20090101000130100000005000 0200000030000023   
0601OWA2d       20090101000135100000005000 0200000030000022   
0601OWA2d       20090101000140100000005000 0200000030000021   
0601OWA2d       20090101000145100000005000 0200000030000020   
0601OWA2d       20090101000150100000005000 0200000030000020   
0601OWA2d       20090101000155100000005000 0200000030000019   
0601OWA2d       20090101000160100000005000 0200000030000018   
0601OWA2d       20090101000165100000005000 0200000030000018   
0601OWA2d       20090101000170100000005000 0200000030000017   
0601OWA2d       20090101000175100000005000 0200000030000017   
0601OWA2d       20090101000180100000005000 0200000030000016   
0601OWA2d       20090101000185100000005000 0200000030000016   
0601OWA2d       20090101000190100000005000 0200000030000016   
0601OWA2d       20090101000195100000005000 0200000030000015   
0601OWA2d       20090101000200100000005000 0200000030000015   
0601OWA2d       20090101000205100000005000 0200000030000014   
0601OWA2d       20090101000210100000005000 0200000050000024   
0601OWA2d       20090101000215100000005000 0200000060000028   
0601OWA2d       20090101000220100000005000 0200000060000027   
0601OWA2d       20090101000225100000005000 0200000060000026   
0601OWA2d       20090101000230100000005000 0200000080000034   
0601OWA2d       20090101000235100000005000 0200000120000051   
0601OWA2d       20090101000240100000005000 0200000180000074   
0601OWA2d       20090101000245100000005000 0200000240000097   
0601OWA2d       20090101000250100000005000 0200000300000119   
0601OWA2d       20090101000255100000005000 0200000350000136   
0601OWA2d       20090101000260100000005000 0200000410000156   
0601OWA2d       20090101000265100000005000 0200000470000176   
0601OWA2d       20090101000270100000005000 0200000520000191   
0601OWA2d       20090101000275100000005000 0200000580000209   
0601OWA2d       20090101000280100000005000 0200000640000227   
0601OWA2d       20090101000285100000005000 0200000690000240   
0601OWA2d       20090101000290100000005000 0200000750000256   
0601OWA2d       20090101000295100000005000 0200000810000272   
0601OWA2d       20090101000300100000005000 0200000870000288   
0601OWA2d       20090101000305100000005000 0200000910000296   
0601OWA2d       20090101000310100000005000 0200000970000310   
0601OWA2d       20090101000315100000005000 0200001030000324   
0601OWA2d       20090101000320100000005000 0200001080000335   
0601OWA2d       20090101000325100000005000 0200001140000348   
0601OWA2d       20090101000330100000005000 0200001200000361   
0601OWA2d       20090101000335100000005000 0200001250000370   
0601OWA2d       20090101000340100000005000 0200001310000382   
0601OWA2d       20090101000345100000005000 0200001370000394   
0601OWA2d       20090101000350100000005000 0200001430000406   
0601OWA2d       20090101000355100000005000 0200001480000414   
0601OWA2d       20090101000360100000005000 0200001540000425   
0601OWA2d       20090101000365100000005000 0200001600000435   
0601OWA2d       20090101000370100000005000 0200001650000443   
0601OWA2d       20090101000375100000005000 0200001710000453   
0601OWA2d       20090101000380100000005000 0200001770000463   
0601OWA2d       20090101000385100000005000 0200001830000472   
0601OWA2d       20090101000390100000005000 0200001870000476   
0601OWA2d       20090101000395100000005000 0200001940000488   
0601OWA2d       20090101000400100000005000 0200002000000497   
0601OWA2d       20090101000405100000005000 0200002060000506   
0601OWA2d       20090101000410100000005000 0200002120000514   
0601OWA2d       20090101000415100000005000 0200002190000525   
0601OWA2d       20090101000420100000005000 0200002250000533   
0601OWA2d       20090101000425100000005000 0200002310000540   
0601OWA2d       20090101000430100000005000 0200002370000548   
0601OWA2d       20090101000435100000005000 0200002450000560   
0601OWA2d       20090101000440100000005000 0200002520000569   
0601OWA2d       20090101000445100000005000 0200002580000577   
0601OWA2d       20090101000450100000005000 0200002650000586   
0601OWA2d       20090101000455100000005000 0200002720000595   
0601OWA2d       20090101000460100000005000 0200002800000605   
0601OWA2d       20090101000465100000005000 0200002860000612   
0601OWA2d       20090101000470100000005000 0200002930000620   
0601OWA2d       20090101000475100000005000 0200003000000628   
0601OWA2d       20090101000480100000005000 0200003080000638   
0601OWA2d       20090101000485100000005000 0200003140000644   
0601OWA2d       20090101000490100000005000 0200003210000652   
0601OWA2d       20090101000495100000005000 0200003280000659   
0601OWA2d       20090101000500100000005000 0200003340000665   
0601OWA2d       20090101000505100000005000 0200003420000674   
0601OWA2d       20090101000510100000005000 0200003490000681   
0601OWA2d       20090101000515100000005000 0200003560000688   
0601OWA2d       20090101000520100000005000 0200003620000693   
0601OWA2d       20090101000525100000005000 0200003700000701   
0601OWA2d       20090101000530100000005000 0200003770000708   
0601OWA2d       20090101000535100000005000 0200003840000714   
0601OWA2d       20090101000540100000005000 0200003910000721   
0601OWA2d       20090101000545100000005000 0200003970000725   
0601OWA2d       20090101000550100000005000 0200004050000733   
0601OWA2d       20090101000555100000005000 0200004120000739   
0601OWA2d       20090101000560100000005000 0200004190000745   
0601OWA2d       20090101000565100000005000 0200004260000751   
0601OWA2d       20090101000570100000005000 0200004340000758   
0601OWA2d       20090101000575100000005000 0200004400000762   
0601OWA2d       20090101000580100000005000 0200004470000767   
0601OWA2d       20090101000585100000005000 0200004540000773   
0601OWA2d       20090101000590100000005000 0200004610000778   
0601OWA2d       20090101000595100000005000 0200004690000785   
0601OWA2d       20090101000600100000005000 0200004760000790   
0601OWA2d       20090101000605100000005000 0200004820000793   
0601OWA2d       20090101000610100000005000 0200004890000798   
0601OWA2d       20090101000615100000005000 0200004970000805   
0601OWA2d       20090101000620100000005000 0200005040000810   
0601OWA2d       20090101000625100000005000 0200005110000814   
0601OWA2d       20090101000630100000005000 0200005180000819   
0601OWA2d       20090101000635100000005000 0200005240000822   
0601OWA2d       20090101000640100000005000 0200005330000830   
0601OWA2d       20090101000645100000005000 0200005390000832   
0601OWA2d       20090101000650100000005000 0200005460000837   
0601OWA2d       20090101000655100000005000 0200005530000841   
