00TI               20081223                                                                                   
0601TIF3d       20090101001965100000005000 0300000000001740   
0601TIF3d       20090101001970100000005000 0300000000001750   
0601TIF3d       20090101001975100000005000 0300000000001750   
0601TIF3d       20090101001980100000005000 0300000000001760   
0601TIF3d       20090101001985100000005000 0300000000001760   
0601TIF3d       20090101001990100000005000 0300000000001760   
0601TIF3d       20090101001995100000005000 0300000000001770   
0601TIF3d       20090101002000100000005000 0300000000001770   
0601TIF3d       20090101002005100000005000 0300000000001770   
0601TIF3d       20090101002010100000005000 0300000000001780   
0601TIF3d       20090101002015100000005000 0300000000001780   
0601TIF3d       20090101002020100000005000 0300000000001790   
0601TIF3d       20090101002025100000005000 0300000000001790   
0601TIF3d       20090101002030100000005000 0300000000001790   
0601TIF3d       20090101002035100000005000 0300000000001800   
0601TIF3d       20090101002040100000005000 0300000000001800   
0601TIF3d       20090101002045100000005000 0300000000001810   
0601TIF3d       20090101002050100000005000 0300000000001810   
0601TIF3d       20090101002055100000005000 0300000000001810   
0601TIF3d       20090101002060100000005000 0300000000001820   
0601TIF3d       20090101002065100000005000 0300000000001820   
0601TIF3d       20090101002070100000005000 0300000000001820   
0601TIF3d       20090101002075100000005000 0300000000001830   
0601TIF3d       20090101002080100000005000 0300000000001830   
0601TIF3d       20090101002085100000005000 0300000000001830   
0601TIF3d       20090101002090100000005000 0300000000001840   
0601TIF3d       20090101002095100000005000 0300000000001840   
0601TIF3d       20090101002100100000005000 0300000000001840   
0601TIF3d       20090101002105100000005000 0300000000001850   
0601TIF3d       20090101002110100000005000 0300000000001850   
0601TIF3d       20090101002115100000005000 0300000000001860   
0601TIF3d       20090101002120100000005000 0300000000001860   
0601TIF3d       20090101002125100000005000 0300000000001860   
0601TIF3d       20090101002130100000005000 0300000000001870   
0601TIF3d       20090101002135100000005000 0300000000001870   
0601TIF3d       20090101002140100000005000 0300000000001870   
0601TIF3d       20090101002145100000005000 0300000000001880   
0601TIF3d       20090101002150100000005000 0300000000001880   
0601TIF3d       20090101002155100000005000 0300000000001880   
0601TIF3d       20090101002160100000005000 0300000000001890   
0601TIF3d       20090101002165100000005000 0300000000001890   
0601TIF3d       20090101002170100000005000 0300000000001890   
0601TIF3d       20090101002175100000005000 0300000000001900   
0601TIF3d       20090101002180100000005000 0300000000001900   
0601TIF3d       20090101002185100000005000 0300000000001900   
0601TIF3d       20090101002190100000005000 0300000000001910   
0601TIF3d       20090101002195100000005000 0300000000001910   
0601TIF3d       20090101002200100000005000 0300000000001910   
0601TIF3d       20090101002205100000005000 0300000000001920   
0601TIF3d       20090101002210100000005000 0300000000001920   
0601TIF3d       20090101002215100000005000 0300000000001920   
0601TIF3d       20090101002220100000005000 0300000000001930   
0601TIF3d       20090101002225100000005000 0300000000001930   
0601TIF3d       20090101002230100000005000 0300000000001930   
0601TIF3d       20090101002235100000005000 0300000000001940   
0601TIF3d       20090101002240100000005000 0300000000001940   
0601TIF3d       20090101002245100000005000 0300000000001940   
0601TIF3d       20090101002250100000005000 0300000000001940   
0601TIF3d       20090101002255100000005000 0300000000001950   
0601TIF3d       20090101002260100000005000 0300000000001950   
0601TIF3d       20090101002265100000005000 0300000000001950   
0601TIF3d       20090101002270100000005000 0300000000001960   
0601TIF3d       20090101002275100000005000 0300000000001960   
0601TIF3d       20090101002280100000005000 0300000000001960   
0601TIF3d       20090101002285100000005000 0300000000001970   
0601TIF3d       20090101002290100000005000 0300000000001970   
0601TIF3d       20090101002295100000005000 0300000000001970   
0601TIF3d       20090101002300100000005000 0300000000001970   
0601TIF3d       20090101002305100000005000 0300000000001980   
0601TIF3d       20090101002310100000005000 0300000000001980   
0601TIF3d       20090101002315100000005000 0300000000001980   
0601TIF3d       20090101002320100000005000 0300000000001990   
0601TIF3d       20090101002325100000005000 0300000000001990   
0601TIF3d       20090101002330100000005000 0300000000001990   
0601TIF3d       20090101002335100000005000 0300000000002000   
0601TIF3d       20090101002340100000005000 0300000000002000   
0601TIF3d       20090101002345100000005000 0300000000002000   
0601TIF3d       20090101002350100000005000 0300000000002000   
0601TIF3d       20090101002355100000005000 0300000000002010   
0601TIF3d       20090101002360100000005000 0300000000002010   
0601TIF3d       20090101002365100000005000 0300000000002010   
0601TIF3d       20090101002370100000005000 0300000000002020   
0601TIF3d       20090101002375100000005000 0300000000002020   
0601TIF3d       20090101002380100000005000 0300000000002020   
0601TIF3d       20090101002385100000005000 0300000000002020   
0601TIF3d       20090101002390100000005000 0300000000002030   
0601TIF3d       20090101002395100000005000 0300000000002030   
0601TIF3d       20090101002400100000005000 0300000000002030   
0601TIF3d       20090101002405100000005000 0300000000002040   
0601TIF3d       20090101002410100000005000 0300000000002040   
0601TIF3d       20090101002415100000005000 0300000000002040   
0601TIF3d       20090101002420100000005000 0300000000002040   
0601TIF3d       20090101002425100000005000 0300000000002050   
0601TIF3d       20090101002430100000005000 0300000000002050   
0601TIF3d       20090101002435100000005000 0300000000002050   
0601TIF3d       20090101002440100000005000 0300000000002060   
0601TIF3d       20090101002445100000005000 0300000000002060   
0601TIF3d       20090101002450100000005000 0300000000002060   
0601TIF3d       20090101002455100000005000 0300000000002060   
0601TIF3d       20090101002460100000005000 0300000000002070   
0601TIF3d       20090101002465100000005000 0300000000002070   
0601TIF3d       20090101002470100000005000 0300000000002070   
0601TIF3d       20090101002475100000005000 0300000000002080   
0601TIF3d       20090101002480100000005000 0300000000002080   
0601TIF3d       20090101002485100000005000 0300000000002080   
0601TIF3d       20090101002490100000005000 0300000000002080   
0601TIF3d       20090101002495100000005000 0300000000002090   
0601TIF3d       20090101002500100000005000 0300000000002090   
0601TIF3d       20090101002505100000005000 0300000000002090   
0601TIF3d       20090101002510100000005000 0300000000002100   
0601TIF3d       20090101002515100000005000 0300000000002100   
0601TIF3d       20090101002520100000005000 0300000000002100   
0601TIF3d       20090101002525100000005000 0300000000002100   
0601TIF3d       20090101002530100000005000 0300000000002110   
0601TIF3d       20090101002535100000005000 0300000000002110   
0601TIF3d       20090101002540100000005000 0300000000002110   
0601TIF3d       20090101002545100000005000 0300000000002120   
0601TIF3d       20090101002550100000005000 0300000000002120   
0601TIF3d       20090101002555100000005000 0300000000002120   
0601TIF3d       20090101002560100000005000 0300000000002120   
0601TIF3d       20090101002565100000005000 0300000000002130   
0601TIF3d       20090101002570100000005000 0300000000002130   
0601TIF3d       20090101002575100000005000 0300000000002130   
0601TIF3d       20090101002580100000005000 0300000000002130   
0601TIF3d       20090101002585100000005000 0300000000002140   
0601TIF3d       20090101002590100000005000 0300000000002140   
0601TIF3d       20090101002595100000005000 0300000000002140   
0601TIF3d       20090101002600100000005000 0300000000002140   
0601TIF3d       20090101002605100000005000 0300000000002150   
0601TIF3d       20090101002610100000005000 0300000000002150   
0601TIF3d       20090101002615100000005000 0300000000002150   
0601TIF3d       20090101002620100000005000 0300000000002160   
0601TIF3d       20090101002625100000005000 0300000000002160   
0601TIF3d       20090101002630100000005000 0300000000002160   
0601TIF3d       20090101002635100000005000 0300000000002160   
0601TIF3d       20090101002640100000005000 0300000000002170   
0601TIF3d       20090101002645100000005000 0300000000002170   
0601TIF3d       20090101002650100000005000 0300000000002170   
0601TIF3d       20090101002655100000005000 0300000000002170   
0601TIF3d       20090101002660100000005000 0300000000002180   
0601TIF3d       20090101002665100000005000 0300000000002180   
0601TIF3d       20090101002670100000005000 0300000000002180   
0601TIF3d       20090101002675100000005000 0300000000002180   
0601TIF3d       20090101002680100000005000 0300000000002190   
0601TIF3d       20090101002685100000005000 0300000000002190   
0601TIF3d       20090101002690100000005000 0300000000002190   
0601TIF3d       20090101002695100000005000 0300000000002190   
0601TIF3d       20090101002700100000005000 0300000000002200   
0601TIF3d       20090101002705100000005000 0300000000002200   
0601TIF3d       20090101002710100000005000 0300000000002200   
0601TIF3d       20090101002715100000005000 0300000000002200   
0601TIF3d       20090101002720100000005000 0300000000002200   
0601TIF3d       20090101002725100000005000 0300000000002210   
0601TIF3d       20090101002730100000005000 0300000000002210   
0601TIF3d       20090101002735100000005000 0300000000002210   
0601TIF3d       20090101002740100000005000 0300000000002210   
0601TIF3d       20090101002745100000005000 0300000000002220   
0601TIF3d       20090101002750100000005000 0300000000002220   
0601TIF3d       20090101002755100000005000 0300000000002220   
0601TIF3d       20090101002760100000005000 0300000000002220   
0601TIF3d       20090101002765100000005000 0300000000002230   
0601TIF3d       20090101002770100000005000 0300000000002230   
0601TIF3d       20090101002775100000005000 0300000000002230   
0601TIF3d       20090101002780100000005000 0300000000002230   
0601TIF3d       20090101002785100000005000 0300000000002240   
0601TIF3d       20090101002790100000005000 0300000000002240   
0601TIF3d       20090101002795100000005000 0300000000002240   
0601TIF3d       20090101002800100000005000 0300000000002240   
0601TIF3d       20090101002805100000005000 0300000000002240   
0601TIF3d       20090101002810100000005000 0300000000002250   
0601TIF3d       20090101002815100000005000 0300000000002250   
0601TIF3d       20090101002820100000005000 0300000000002250   
0601TIF3d       20090101002825100000005000 0300000000002250   
0601TIF3d       20090101002830100000005000 0300000000002260   
0601TIF3d       20090101002835100000005000 0300000000002260   
0601TIF3d       20090101002840100000005000 0300000000002260   
0601TIF3d       20090101002845100000005000 0300000000002260   
0601TIF3d       20090101002850100000005000 0300000000002260   
