00AR               20071130                                                                                   
0601ARA1d       20080101001390100000005000 0100023050001655   
0601ARA1d       20080101001395100000005000 0100023170001658   
0601ARA1d       20080101001400100000005000 0100023330001663   
0601ARA1d       20080101001405100000005000 0100023460001667   
0601ARA1d       20080101001410100000005000 0100023600001671   
0601ARA1d       20080101001415100000005000 0100023760001676   
0601ARA1d       20080101001420100000005000 0100023890001679   
0601ARA1d       20080101001425100000005000 0100024050001685   
0601ARA1d       20080101001430100000005000 0100024190001689   
0601ARA1d       20080101001435100000005000 0100024330001693   
0601ARA1d       20080101001440100000005000 0100024500001698   
0601ARA1d       20080101001445100000005000 0100024640001702   
0601ARA1d       20080101001450100000005000 0100024780001706   
0601ARA1d       20080101001455100000005000 0100024950001712   
0601ARA1d       20080101001460100000005000 0100025090001716   
0601ARA1d       20080101001465100000005000 0100025230001719   
0601ARA1d       20080101001470100000005000 0100025400001725   
0601ARA1d       20080101001475100000005000 0100025540001729   
0601ARA1d       20080101001480100000005000 0100025710001734   
0601ARA1d       20080101001485100000005000 0100025850001738   
0601ARA1d       20080101001490100000010000 0100000000001738   
0601ARA1d       20080101001500100000500000 0100000000001927   
0601ARA1d       20080101002000100000500000 0100000000002172   
0601ARA1d       20080101002500100007499900 0100000000002255   
0601ARA2d       20080101000000100000115000 0200000030000027   
0601ARA2d       20080101000115100000005000 0200000030000026   
0601ARA2d       20080101000120100000005000 0200000030000024   
0601ARA2d       20080101000125100000005000 0200000030000024   
0601ARA2d       20080101000130100000005000 0200000030000023   
0601ARA2d       20080101000135100000005000 0200000030000022   
0601ARA2d       20080101000140100000005000 0200000030000021   
0601ARA2d       20080101000145100000005000 0200000030000020   
0601ARA2d       20080101000150100000005000 0200000030000020   
0601ARA2d       20080101000155100000005000 0200000030000019   
0601ARA2d       20080101000160100000005000 0200000030000018   
0601ARA2d       20080101000165100000005000 0200000030000018   
0601ARA2d       20080101000170100000005000 0200000030000017   
0601ARA2d       20080101000175100000005000 0200000030000017   
0601ARA2d       20080101000180100000005000 0200000030000016   
0601ARA2d       20080101000185100000005000 0200000030000016   
0601ARA2d       20080101000190100000005000 0200000030000016   
0601ARA2d       20080101000195100000005000 0200000030000015   
0601ARA2d       20080101000200100000005000 0200000030000015   
0601ARA2d       20080101000205100000005000 0200000030000014   
0601ARA2d       20080101000210100000005000 0200000030000014   
0601ARA2d       20080101000215100000005000 0200000030000014   
0601ARA2d       20080101000220100000005000 0200000030000013   
0601ARA2d       20080101000225100000005000 0200000030000013   
0601ARA2d       20080101000230100000005000 0200000030000013   
0601ARA2d       20080101000235100000005000 0200000030000013   
0601ARA2d       20080101000240100000005000 0200000050000021   
0601ARA2d       20080101000245100000005000 0200000080000032   
0601ARA2d       20080101000250100000005000 0200000100000040   
0601ARA2d       20080101000255100000005000 0200000120000047   
0601ARA2d       20080101000260100000005000 0200000170000065   
0601ARA2d       20080101000265100000005000 0200000210000079   
0601ARA2d       20080101000270100000005000 0200000250000092   
0601ARA2d       20080101000275100000005000 0200000300000108   
0601ARA2d       20080101000280100000005000 0200000340000120   
0601ARA2d       20080101000285100000005000 0200000400000139   
0601ARA2d       20080101000290100000005000 0200000460000157   
0601ARA2d       20080101000295100000005000 0200000510000171   
0601ARA2d       20080101000300100000005000 0200000570000188   
0601ARA2d       20080101000305100000005000 0200000620000202   
0601ARA2d       20080101000310100000005000 0200000670000214   
0601ARA2d       20080101000315100000005000 0200000730000230   
0601ARA2d       20080101000320100000005000 0200000780000242   
0601ARA2d       20080101000325100000005000 0200000830000253   
0601ARA2d       20080101000330100000005000 0200000890000268   
0601ARA2d       20080101000335100000005000 0200000950000281   
0601ARA2d       20080101000340100000005000 0200001010000295   
0601ARA2d       20080101000345100000005000 0200001070000308   
0601ARA2d       20080101000350100000005000 0200001130000321   
0601ARA2d       20080101000355100000005000 0200001200000336   
0601ARA2d       20080101000360100000005000 0200001260000348   
0601ARA2d       20080101000365100000005000 0200001320000359   
0601ARA2d       20080101000370100000005000 0200001390000373   
0601ARA2d       20080101000375100000005000 0200001450000384   
0601ARA2d       20080101000380100000005000 0200001510000395   
0601ARA2d       20080101000385100000005000 0200001570000405   
0601ARA2d       20080101000390100000005000 0200001640000418   
0601ARA2d       20080101000395100000005000 0200001700000428   
0601ARA2d       20080101000400100000005000 0200001760000437   
0601ARA2d       20080101000405100000005000 0200001840000452   
0601ARA2d       20080101000410100000005000 0200001910000463   
0601ARA2d       20080101000415100000005000 0200001970000472   
0601ARA2d       20080101000420100000005000 0200002050000485   
0601ARA2d       20080101000425100000005000 0200002110000494   
0601ARA2d       20080101000430100000005000 0200002180000504   
0601ARA2d       20080101000435100000005000 0200002250000514   
0601ARA2d       20080101000440100000005000 0200002320000524   
0601ARA2d       20080101000445100000005000 0200002390000534   
0601ARA2d       20080101000450100000005000 0200002460000544   
0601ARA2d       20080101000455100000005000 0200002520000551   
0601ARA2d       20080101000460100000005000 0200002590000560   
0601ARA2d       20080101000465100000005000 0200002680000573   
0601ARA2d       20080101000470100000005000 0200002760000584   
0601ARA2d       20080101000475100000005000 0200002830000593   
0601ARA2d       20080101000480100000005000 0200002900000601   
0601ARA2d       20080101000485100000005000 0200002980000611   
0601ARA2d       20080101000490100000005000 0200003050000619   
0601ARA2d       20080101000495100000005000 0200003120000627   
0601ARA2d       20080101000500100000005000 0200003190000635   
0601ARA2d       20080101000505100000005000 0200003270000644   
0601ARA2d       20080101000510100000005000 0200003350000654   
0601ARA2d       20080101000515100000005000 0200003430000663   
0601ARA2d       20080101000520100000005000 0200003510000672   
0601ARA2d       20080101000525100000005000 0200003600000682   
0601ARA2d       20080101000530100000005000 0200003680000691   
0601ARA2d       20080101000535100000005000 0200003760000700   
0601ARA2d       20080101000540100000005000 0200003840000708   
0601ARA2d       20080101000545100000005000 0200003920000716   
0601ARA2d       20080101000550100000005000 0200004010000726   
0601ARA2d       20080101000555100000005000 0200004090000734   
0601ARA2d       20080101000560100000005000 0200004170000741   
0601ARA2d       20080101000565100000005000 0200004250000749   
0601ARA2d       20080101000570100000005000 0200004340000758   
0601ARA2d       20080101000575100000005000 0200004420000765   
0601ARA2d       20080101000580100000005000 0200004500000773   
0601ARA2d       20080101000585100000005000 0200004580000780   
0601ARA2d       20080101000590100000005000 0200004660000786   
0601ARA2d       20080101000595100000005000 0200004750000795   
0601ARA2d       20080101000600100000005000 0200004830000802   
0601ARA2d       20080101000605100000005000 0200004910000808   
0601ARA2d       20080101000610100000005000 0200004990000815   
0601ARA2d       20080101000615100000005000 0200005080000823   
0601ARA2d       20080101000620100000005000 0200005160000829   
0601ARA2d       20080101000625100000005000 0200005240000835   
0601ARA2d       20080101000630100000005000 0200005320000841   
0601ARA2d       20080101000635100000005000 0200005400000847   
0601ARA2d       20080101000640100000005000 0200005500000856   
0601ARA2d       20080101000645100000005000 0200005580000862   
0601ARA2d       20080101000650100000005000 0200005660000867   
0601ARA2d       20080101000655100000005000 0200005740000873   
0601ARA2d       20080101000660100000005000 0200005840000882   
0601ARA2d       20080101000665100000005000 0200005920000887   
0601ARA2d       20080101000670100000005000 0200006010000894   
0601ARA2d       20080101000675100000005000 0200006090000899   
0601ARA2d       20080101000680100000005000 0200006170000904   
0601ARA2d       20080101000685100000005000 0200006270000912   
0601ARA2d       20080101000690100000005000 0200006350000917   
0601ARA2d       20080101000695100000005000 0200006440000923   
0601ARA2d       20080101000700100000005000 0200006530000930   
0601ARA2d       20080101000705100000005000 0200006630000937   
0601ARA2d       20080101000710100000005000 0200006720000943   
0601ARA2d       20080101000715100000005000 0200006810000949   
0601ARA2d       20080101000720100000005000 0200006900000955   
0601ARA2d       20080101000725100000005000 0200006990000961   
0601ARA2d       20080101000730100000005000 0200007100000969   
0601ARA2d       20080101000735100000005000 0200007200000976   
0601ARA2d       20080101000740100000005000 0200007290000982   
0601ARA2d       20080101000745100000005000 0200007390000989   
0601ARA2d       20080101000750100000005000 0200007500000997   
0601ARA2d       20080101000755100000005000 0200007590001002   
0601ARA2d       20080101000760100000005000 0200007690001009   
0601ARA2d       20080101000765100000005000 0200007780001014   
0601ARA2d       20080101000770100000005000 0200007870001019   
0601ARA2d       20080101000775100000005000 0200007980001026   
0601ARA2d       20080101000780100000005000 0200008080001033   
0601ARA2d       20080101000785100000005000 0200008170001037   
0601ARA2d       20080101000790100000005000 0200008260001042   
0601ARA2d       20080101000795100000005000 0200008370001050   
0601ARA2d       20080101000800100000005000 0200008470001055   
0601ARA2d       20080101000805100000005000 0200008560001060   
0601ARA2d       20080101000810100000005000 0200008660001066   
0601ARA2d       20080101000815100000005000 0200008750001070   
0601ARA2d       20080101000820100000005000 0200008860001077   
0601ARA2d       20080101000825100000005000 0200008950001082   
0601ARA2d       20080101000830100000005000 0200009050001087   
0601ARA2d       20080101000835100000005000 0200009140001091   
0601ARA2d       20080101000840100000005000 0200009250001098   
0601ARA2d       20080101000845100000005000 0200009340001102   
0601ARA2d       20080101000850100000005000 0200009440001107   
0601ARA2d       20080101000855100000005000 0200009530001111   
0601ARA2d       20080101000860100000005000 0200009620001115   
0601ARA2d       20080101000865100000005000 0200009730001122   
0601ARA2d       20080101000870100000005000 0200009830001127   
