00BL               20081110                                                                                   
0601BLA0+       20090101000895100000005000 0000015380001714   
0601BLA0+       20090101000900100000005000 0000015530001721   
0601BLA0+       20090101000905100000005000 0000015680001728   
0601BLA0+       20090101000910100000005000 0000015830001735   
0601BLA0+       20090101000915100000005000 0000015980001742   
0601BLA0+       20090101000920100000005000 0000016120001747   
0601BLA0+       20090101000925100000005000 0000016270001754   
0601BLA0+       20090101000930100000005000 0000016420001761   
0601BLA0+       20090101000935100000005000 0000016570001767   
0601BLA0+       20090101000940100000005000 0000016720001774   
0601BLA0+       20090101000945100000005000 0000016870001780   
0601BLA0+       20090101000950100000005000 0000017020001787   
0601BLA0+       20090101000955100000005000 0000017170001793   
0601BLA0+       20090101000960100000005000 0000017320001799   
0601BLA0+       20090101000965100000005000 0000017470001806   
0601BLA0+       20090101000970100000005000 0000017620001812   
0601BLA0+       20090101000975100000005000 0000017770001818   
0601BLA0+       20090101000980100000005000 0000017920001824   
0601BLA0+       20090101000985100000005000 0000018070001830   
0601BLA0+       20090101000990100000005000 0000018230001837   
0601BLA0+       20090101000995100000005000 0000018380001843   
0601BLA0+       20090101001000100000005000 0000018530001848   
0601BLA0+       20090101001005100000005000 0000018680001854   
0601BLA0+       20090101001010100000005000 0000018840001861   
0601BLA0+       20090101001015100000005000 0000019000001867   
0601BLA0+       20090101001020100000005000 0000019160001874   
0601BLA0+       20090101001025100000005000 0000019330001881   
0601BLA0+       20090101001030100000005000 0000019490001888   
0601BLA0+       20090101001035100000005000 0000019650001894   
0601BLA0+       20090101001040100000005000 0000019810001900   
0601BLA0+       20090101001045100000005000 0000019970001906   
0601BLA0+       20090101001050100000005000 0000020140001914   
0601BLA0+       20090101001055100000005000 0000020300001920   
0601BLA0+       20090101001060100000005000 0000020480001928   
0601BLA0+       20090101001065100000005000 0000020640001933   
0601BLA0+       20090101001070100000005000 0000020810001940   
0601BLA0+       20090101001075100000005000 0000020980001947   
0601BLA0+       20090101001080100000005000 0000021150001954   
0601BLA0+       20090101001085100000005000 0000021320001960   
0601BLA0+       20090101001090100000005000 0000021490001967   
0601BLA0+       20090101001095100000005000 0000021650001973   
0601BLA0+       20090101001100100000005000 0000021830001980   
0601BLA0+       20090101001105100000005000 0000021990001986   
0601BLA0+       20090101001110100000005000 0000022160001992   
0601BLA0+       20090101001115100000005000 0000022330001998   
0601BLA0+       20090101001120100000005000 0000022500002004   
0601BLA0+       20090101001125100000005000 0000022670002011   
0601BLA0+       20090101001130100000005000 0000022840002017   
0601BLA0+       20090101001135100000005000 0000023000002022   
0601BLA0+       20090101001140100000005000 0000023180002029   
0601BLA0+       20090101001145100000005000 0000023340002034   
0601BLA0+       20090101001150100000005000 0000023510002040   
0601BLA0+       20090101001155100000005000 0000023690002047   
0601BLA0+       20090101001160100000005000 0000023850002052   
0601BLA0+       20090101001165100000005000 0000024020002057   
0601BLA0+       20090101001170100000005000 0000024190002063   
0601BLA0+       20090101001175100000005000 0000024360002069   
0601BLA0+       20090101001180100000005000 0000024530002074   
0601BLA0+       20090101001185100000005000 0000024700002080   
0601BLA0+       20090101001190100000005000 0000024870002086   
0601BLA0+       20090101001195100000005000 0000025040002091   
0601BLA0+       20090101001200100000005000 0000025210002096   
0601BLA0+       20090101001205100000005000 0000025380002102   
0601BLA0+       20090101001210100000005000 0000025550002107   
0601BLA0+       20090101001215100000005000 0000025720002113   
0601BLA0+       20090101001220100000005000 0000025880002117   
0601BLA0+       20090101001225100000005000 0000026060002123   
0601BLA0+       20090101001230100000005000 0000026230002128   
0601BLA0+       20090101001235100000005000 0000026400002133   
0601BLA0+       20090101001240100000005000 0000026570002138   
0601BLA0+       20090101001245100000005000 0000026730002143   
0601BLA0+       20090101001250100000005000 0000026910002149   
0601BLA0+       20090101001255100000005000 0000027080002153   
0601BLA0+       20090101001260100000005000 0000027240002158   
0601BLA0+       20090101001265100000005000 0000027420002163   
0601BLA0+       20090101001270100000005000 0000027590002168   
0601BLA0+       20090101001275100000005000 0000027760002173   
0601BLA0+       20090101001280100000005000 0000027930002178   
0601BLA0+       20090101001285100000005000 0000028100002183   
0601BLA0+       20090101001290100000005000 0000028280002188   
0601BLA0+       20090101001295100000005000 0000028460002193   
0601BLA0+       20090101001300100000005000 0000028640002199   
0601BLA0+       20090101001305100000005000 0000028820002204   
0601BLA0+       20090101001310100000005000 0000029000002210   
0601BLA0+       20090101001315100000005000 0000029180002215   
0601BLA0+       20090101001320100000005000 0000029360002220   
0601BLA0+       20090101001325100000005000 0000029540002225   
0601BLA0+       20090101001330100000005000 0000029730002231   
0601BLA0+       20090101001335100000005000 0000029900002236   
0601BLA0+       20090101001340100000005000 0000030080002241   
0601BLA0+       20090101001345100000005000 0000030270002246   
0601BLA0+       20090101001350100000005000 0000030440002251   
0601BLA0+       20090101001355100000005000 0000030620002256   
0601BLA0+       20090101001360100000005000 0000030810002261   
0601BLA0+       20090101001365100000005000 0000030980002265   
0601BLA0+       20090101001370100000005000 0000031170002271   
0601BLA0+       20090101001375100000005000 0000031350002276   
0601BLA0+       20090101001380100000005000 0000031520002280   
0601BLA0+       20090101001385100000005000 0000031710002285   
0601BLA0+       20090101001390100000005000 0000031890002290   
0601BLA0+       20090101001395100000005000 0000032070002295   
0601BLA0+       20090101001400100000005000 0000032250002299   
0601BLA0+       20090101001405100000005000 0000032430002304   
0601BLA0+       20090101001410100000005000 0000032610002309   
0601BLA0+       20090101001415100000005000 0000032790002313   
0601BLA0+       20090101001420100000005000 0000032970002318   
0601BLA0+       20090101001425100000005000 0000033160002323   
0601BLA0+       20090101001430100000005000 0000033330002327   
0601BLA0+       20090101001435100000005000 0000033510002331   
0601BLA0+       20090101001440100000005000 0000033700002336   
0601BLA0+       20090101001445100000005000 0000033880002341   
0601BLA0+       20090101001450100000005000 0000034050002344   
0601BLA0+       20090101001455100000005000 0000034240002349   
0601BLA0+       20090101001460100000005000 0000034420002354   
0601BLA0+       20090101001465100000005000 0000034600002358   
0601BLA0+       20090101001470100000005000 0000034780002362   
0601BLA0+       20090101001475100000005000 0000034960002366   
0601BLA0+       20090101001480100000005000 0000035150002371   
0601BLA0+       20090101001485100000005000 0000035330002375   
0601BLA0+       20090101001490100000005000 0000035500002379   
0601BLA0+       20090101001495100000005000 0000035690002383   
0601BLA0+       20090101001500100000005000 0000035870002387   
0601BLA0+       20090101001505100000005000 0000036050002391   
0601BLA0+       20090101001510100000005000 0000036230002395   
0601BLA0+       20090101001515100000005000 0000036410002399   
0601BLA0+       20090101001520100000005000 0000036600002404   
0601BLA0+       20090101001525100000005000 0000036780002408   
0601BLA0+       20090101001530100000005000 0000036950002411   
0601BLA0+       20090101001535100000005000 0000037140002416   
0601BLA0+       20090101001540100000005000 0000037320002419   
0601BLA0+       20090101001545100000005000 0000037500002423   
0601BLA0+       20090101001550100000005000 0000037690002428   
0601BLA0+       20090101001555100000005000 0000037860002431   
0601BLA0+       20090101001560100000005000 0000038040002435   
0601BLA0+       20090101001565100000005000 0000038230002439   
0601BLA0+       20090101001570100000005000 0000038410002443   
0601BLA0+       20090101001575100000005000 0000038600002447   
0601BLA0+       20090101001580100000005000 0000038770002450   
0601BLA0+       20090101001585100000005000 0000038950002454   
0601BLA0+       20090101001590100000005000 0000039140002458   
0601BLA0+       20090101001595100000005000 0000039320002461   
0601BLA0+       20090101001600100000005000 0000039500002465   
0601BLA0+       20090101001605100000005000 0000039680002468   
0601BLA0+       20090101001610100000005000 0000039860002472   
0601BLA0+       20090101001615100000005000 0000040040002475   
0601BLA0+       20090101001620100000005000 0000040230002480   
0601BLA0+       20090101001625100000005000 0000040410002483   
0601BLA0+       20090101001630100000005000 0000040590002486   
0601BLA0+       20090101001635100000005000 0000040770002490   
0601BLA0+       20090101001640100000005000 0000040950002493   
0601BLA0+       20090101001645100000005000 0000041140002497   
0601BLA0+       20090101001650100000005000 0000041320002500   
0601BLA0+       20090101001655100000005000 0000041510002504   
0601BLA0+       20090101001660100000005000 0000041710002509   
0601BLA0+       20090101001665100000005000 0000041900002513   
0601BLA0+       20090101001670100000005000 0000042100002517   
0601BLA0+       20090101001675100000005000 0000042290002521   
0601BLA0+       20090101001680100000005000 0000042470002524   
0601BLA0+       20090101001685100000005000 0000042670002529   
0601BLA0+       20090101001690100000005000 0000042860002532   
0601BLA0+       20090101001695100000005000 0000043050002536   
0601BLA0+       20090101001700100000005000 0000043250002540   
0601BLA0+       20090101001705100000005000 0000043440002544   
0601BLA0+       20090101001710100000005000 0000043620002547   
0601BLA0+       20090101001715100000005000 0000043820002551   
0601BLA0+       20090101001720100000005000 0000044010002555   
0601BLA0+       20090101001725100000005000 0000044210002559   
0601BLA0+       20090101001730100000005000 0000044400002563   
0601BLA0+       20090101001735100000005000 0000044590002566   
0601BLA0+       20090101001740100000005000 0000044790002570   
0601BLA0+       20090101001745100000005000 0000044970002573   
0601BLA0+       20090101001750100000005000 0000045160002577   
0601BLA0+       20090101001755100000005000 0000045360002581   
0601BLA0+       20090101001760100000005000 0000045550002584   
0601BLA0+       20090101001765100000005000 0000045740002588   
0601BLA0+       20090101001770100000005000 0000045940002592   
0601BLA0+       20090101001775100000005000 0000046130002595   
