00UR               20081210                                                                                   
0601URA0d       20090101002780100000005000 0000055210001984   
0601URA0d       20090101002785100000005000 0000055330001985   
0601URA0d       20090101002790100000005000 0000055470001986   
0601URA0d       20090101002795100000005000 0000055590001987   
0601URA0d       20090101002800100000005000 0000055700001988   
0601URA0d       20090101002805100000005000 0000055840001989   
0601URA0d       20090101002810100000005000 0000055960001990   
0601URA0d       20090101002815100000005000 0000056100001991   
0601URA0d       20090101002820100000005000 0000056220001992   
0601URA0d       20090101002825100000005000 0000056330001992   
0601URA0d       20090101002830100000005000 0000056470001994   
0601URA0d       20090101002835100000005000 0000056590001994   
0601URA0d       20090101002840100000005000 0000056710001995   
0601URA0d       20090101002845100000005000 0000056850001996   
0601URA0d       20090101002850100000005000 0000056960001997   
0601URA0d       20090101002855100000005000 0000057100001998   
0601URA0d       20090101002860100000005000 0000057220001999   
0601URA0d       20090101002865100000005000 0000057340002000   
0601URA0d       20090101002870100000005000 0000057470002001   
0601URA0d       20090101002875100000005000 0000057590002001   
0601URA0d       20090101002880100000005000 0000057710002002   
0601URA0d       20090101002885100000005000 0000057850002003   
0601URA0d       20090101002890100000005000 0000057960002004   
0601URA0d       20090101002895100000005000 0000058080002004   
0601URA0d       20090101002900100000005000 0000058220002006   
0601URA0d       20090101002905100000005000 0000058340002007   
0601URA0d       20090101002910100000005000 0000058480002008   
0601URA0d       20090101002915100000005000 0000058590002008   
0601URA0d       20090101002920100000005000 0000058710002009   
0601URA0d       20090101002925100000005000 0000058850002010   
0601URA0d       20090101002930100000005000 0000058970002011   
0601URA0d       20090101002935100000005000 0000059080002011   
0601URA0d       20090101002940100000005000 0000059220002013   
0601URA0d       20090101002945100000005000 0000059340002013   
0601URA0d       20090101002950100000005000 0000059460002014   
0601URA0d       20090101002955100000005000 0000059600002015   
0601URA0d       20090101002960100000005000 0000059710002016   
0601URA0d       20090101002965100000005000 0000059850002017   
0601URA0d       20090101002970100000005000 0000059970002017   
0601URA0d       20090101002975100000005000 0000060080002018   
0601URA0d       20090101002980100000005000 0000060220002019   
0601URA0d       20090101002985100000005000 0000060340002020   
0601URA0d       20090101002990100000005000 0000060460002020   
0601URA0d       20090101002995100000005000 0000060600002022   
0601URA0d       20090101003000100000005000 0000060710002022   
0601URA0d       20090101003005100000005000 0000060850002023   
0601URA0d       20090101003010100000005000 0000060970002024   
0601URA0d       20090101003015100000005000 0000061090002025   
0601URA0d       20090101003020100000005000 0000061230002026   
0601URA0d       20090101003025100000005000 0000061340002026   
0601URA0d       20090101003030100000005000 0000061460002027   
0601URA0d       20090101003035100000005000 0000061600002028   
0601URA0d       20090101003040100000005000 0000061720002029   
0601URA0d       20090101003045100000005000 0000061830002029   
0601URA0d       20090101003050100000005000 0000061970002030   
0601URA0d       20090101003055100000005000 0000062090002031   
0601URA0d       20090101003060100000005000 0000062230002032   
0601URA0d       20090101003065100000005000 0000062340002032   
0601URA0d       20090101003070100000005000 0000062460002033   
0601URA0d       20090101003075100000005000 0000062600002034   
0601URA0d       20090101003080100000005000 0000062720002035   
0601URA0d       20090101003085100000005000 0000062830002035   
0601URA0d       20090101003090100000005000 0000062970002036   
0601URA0d       20090101003095100000005000 0000063090002037   
0601URA0d       20090101003100100000005000 0000063210002037   
0601URA0d       20090101003105100000005000 0000063350002039   
0601URA0d       20090101003110100000005000 0000063460002039   
0601URA0d       20090101003115100000005000 0000063600002040   
0601URA0d       20090101003120100000005000 0000063720002041   
0601URA0d       20090101003125100000005000 0000063840002041   
0601URA0d       20090101003130100000005000 0000063980002042   
0601URA0d       20090101003135100000005000 0000064090002043   
0601URA0d       20090101003140100000005000 0000064210002043   
0601URA0d       20090101003145100000005000 0000064350002044   
0601URA0d       20090101003150100000005000 0000064460002045   
0601URA0d       20090101003155100000005000 0000064600002046   
0601URA0d       20090101003160100000005000 0000064720002046   
0601URA0d       20090101003165100000005000 0000064840002047   
0601URA0d       20090101003170100000005000 0000064980002048   
0601URA0d       20090101003175100000005000 0000065090002048   
0601URA0d       20090101003180100000005000 0000065210002049   
0601URA0d       20090101003185100000005000 0000065350002050   
0601URA0d       20090101003190100000005000 0000065470002051   
0601URA0d       20090101003195100000005000 0000065580002051   
0601URA0d       20090101003200100000005000 0000065720002052   
0601URA0d       20090101003205100000005000 0000065840002053   
0601URA0d       20090101003210100000005000 0000065980002054   
0601URA0d       20090101003215100000005000 0000066100002054   
0601URA0d       20090101003220100000005000 0000066210002055   
0601URA0d       20090101003225100000005000 0000066350002056   
0601URA0d       20090101003230100000005000 0000066470002056   
0601URA0d       20090101003235100000005000 0000066580002057   
0601URA0d       20090101003240100000005000 0000066720002058   
0601URA0d       20090101003245100000005000 0000066840002058   
0601URA0d       20090101003250100000005000 0000066960002059   
0601URA0d       20090101003255100000005000 0000067100002060   
0601URA0d       20090101003260100000005000 0000067210002060   
0601URA0d       20090101003265100000005000 0000067350002061   
0601URA0d       20090101003270100000005000 0000067470002062   
0601URA0d       20090101003275100000005000 0000067590002062   
0601URA0d       20090101003280100000005000 0000067730002063   
0601URA0d       20090101003285100000005000 0000067840002064   
0601URA0d       20090101003290100000005000 0000067960002064   
0601URA0d       20090101003295100000005000 0000068100002065   
0601URA0d       20090101003300100000005000 0000068220002066   
0601URA0d       20090101003305100000005000 0000068360002067   
0601URA0d       20090101003310100000005000 0000068470002067   
0601URA0d       20090101003315100000005000 0000068590002068   
0601URA0d       20090101003320100000005000 0000068730002069   
0601URA0d       20090101003325100000005000 0000068840002069   
0601URA0d       20090101003330100000005000 0000068960002069   
0601URA0d       20090101003335100000005000 0000069100002070   
0601URA0d       20090101003340100000005000 0000069220002071   
0601URA0d       20090101003345100000005000 0000069330002071   
0601URA0d       20090101003350100000005000 0000069470002072   
0601URA0d       20090101003355100000005000 0000069590002073   
0601URA0d       20090101003360100000005000 0000069730002074   
0601URA0d       20090101003365100000005000 0000069850002074   
0601URA0d       20090101003370100000005000 0000069960002074   
0601URA0d       20090101003375100000005000 0000070100002075   
0601URA0d       20090101003380100000005000 0000070220002076   
0601URA0d       20090101003385100000005000 0000070340002076   
0601URA0d       20090101003390100000005000 0000070480002078   
0601URA0d       20090101003395100000005000 0000070590002078   
0601URA0d       20090101003400100000005000 0000070730002079   
0601URA0d       20090101003405100000005000 0000070850002079   
0601URA0d       20090101003410100000005000 0000070970002080   
0601URA0d       20090101003415100000005000 0000071100002080   
0601URA0d       20090101003420100000005000 0000071220002081   
0601URA0d       20090101003425100000005000 0000071340002081   
0601URA0d       20090101003430100000005000 0000071480002082   
0601URA0d       20090101003435100000005000 0000071590002083   
0601URA0d       20090101003440100000005000 0000071710002083   
0601URA0d       20090101003445100000005000 0000071850002084   
0601URA0d       20090101003450100000005000 0000071970002085   
0601URA0d       20090101003455100000005000 0000072110002086   
0601URA0d       20090101003460100000005000 0000072220002086   
0601URA0d       20090101003465100000005000 0000072340002086   
0601URA0d       20090101003470100000005000 0000072480002087   
0601URA0d       20090101003475100000005000 0000072600002088   
0601URA0d       20090101003480100000005000 0000072710002088   
0601URA0d       20090101003485100000005000 0000072850002089   
0601URA0d       20090101003490100000005000 0000072970002089   
0601URA0d       20090101003495100000005000 0000073090002090   
0601URA0d       20090101003500100000005000 0000073230002091   
0601URA0d       20090101003505100000005000 0000073340002091   
0601URA0d       20090101003510100000005000 0000073480002092   
0601URA0d       20090101003515100000005000 0000073600002092   
0601URA0d       20090101003520100000005000 0000073720002093   
0601URA0d       20090101003525100000005000 0000073850002094   
0601URA0d       20090101003530100000005000 0000073970002094   
0601URA0d       20090101003535100000005000 0000074090002094   
0601URA0d       20090101003540100000005000 0000074230002095   
0601URA0d       20090101003545100000005000 0000074340002096   
0601URA0d       20090101003550100000005000 0000074480002097   
0601URA0d       20090101003555100000005000 0000074600002097   
0601URA0d       20090101003560100000005000 0000074720002097   
