00SZ               20081218                                                                                   
0601SZA0d       20090101002720100000005000 0000044280001626   
0601SZA0d       20090101002725100000005000 0000044370001627   
0601SZA0d       20090101002730100000005000 0000044470001627   
0601SZA0d       20090101002735100000005000 0000044590001629   
0601SZA0d       20090101002740100000005000 0000044680001629   
0601SZA0d       20090101002745100000005000 0000044790001630   
0601SZA0d       20090101002750100000005000 0000044900001631   
0601SZA0d       20090101002755100000005000 0000044990001632   
0601SZA0d       20090101002760100000005000 0000045110001633   
0601SZA0d       20090101002765100000005000 0000045210001634   
0601SZA0d       20090101002770100000005000 0000045300001634   
0601SZA0d       20090101002775100000005000 0000045430001636   
0601SZA0d       20090101002780100000005000 0000045530001636   
0601SZA0d       20090101002785100000005000 0000045620001637   
0601SZA0d       20090101002790100000005000 0000045740001638   
0601SZA0d       20090101002795100000005000 0000045840001639   
0601SZA0d       20090101002800100000005000 0000045940001639   
0601SZA0d       20090101002805100000005000 0000046050001640   
0601SZA0d       20090101002810100000005000 0000046150001641   
0601SZA0d       20090101002815100000005000 0000046260001642   
0601SZA0d       20090101002820100000005000 0000046360001643   
0601SZA0d       20090101002825100000005000 0000046460001643   
0601SZA0d       20090101002830100000005000 0000046580001644   
0601SZA0d       20090101002835100000005000 0000046670001645   
0601SZA0d       20090101002840100000005000 0000046770001645   
0601SZA0d       20090101002845100000005000 0000046890001647   
0601SZA0d       20090101002850100000005000 0000046990001647   
0601SZA0d       20090101002855100000005000 0000047110001649   
0601SZA0d       20090101002860100000005000 0000047210001649   
0601SZA0d       20090101002865100000005000 0000047300001650   
0601SZA0d       20090101002870100000005000 0000047420001651   
0601SZA0d       20090101002875100000005000 0000047520001651   
0601SZA0d       20090101002880100000005000 0000047610001652   
0601SZA0d       20090101002885100000005000 0000047730001653   
0601SZA0d       20090101002890100000005000 0000047830001654   
0601SZA0d       20090101002895100000005000 0000047930001654   
0601SZA0d       20090101002900100000005000 0000048040001655   
0601SZA0d       20090101002905100000005000 0000048140001656   
0601SZA0d       20090101002910100000005000 0000048250001657   
0601SZA0d       20090101002915100000005000 0000048350001657   
0601SZA0d       20090101002920100000005000 0000048450001658   
0601SZA0d       20090101002925100000005000 0000048560001659   
0601SZA0d       20090101002930100000005000 0000048670001660   
0601SZA0d       20090101002935100000005000 0000048770001660   
0601SZA0d       20090101002940100000005000 0000048880001661   
0601SZA0d       20090101002945100000005000 0000048980001662   
0601SZA0d       20090101002950100000005000 0000049090001663   
0601SZA0d       20090101002955100000005000 0000049190001663   
0601SZA0d       20090101002960100000005000 0000049290001664   
0601SZA0d       20090101002965100000005000 0000049410001665   
0601SZA0d       20090101002970100000005000 0000049510001666   
0601SZA0d       20090101002975100000005000 0000049600001666   
0601SZA0d       20090101002980100000005000 0000049720001667   
0601SZA0d       20090101002985100000005000 0000049820001668   
0601SZA0d       20090101002990100000005000 0000049920001668   
0601SZA0d       20090101002995100000005000 0000050030001669   
0601SZA0d       20090101003000100000005000 0000050130001670   
0601SZA0d       20090101003005100000005000 0000050250001671   
0601SZA0d       20090101003010100000005000 0000050350001671   
0601SZA0d       20090101003015100000005000 0000050450001672   
0601SZA0d       20090101003020100000005000 0000050560001673   
0601SZA0d       20090101003025100000005000 0000050660001673   
0601SZA0d       20090101003030100000005000 0000050760001674   
0601SZA0d       20090101003035100000005000 0000050870001675   
0601SZA0d       20090101003040100000005000 0000050970001675   
0601SZA0d       20090101003045100000005000 0000051080001676   
0601SZA0d       20090101003050100000005000 0000051180001677   
0601SZA0d       20090101003055100000005000 0000051280001677   
0601SZA0d       20090101003060100000005000 0000051400001678   
0601SZA0d       20090101003065100000005000 0000051490001679   
0601SZA0d       20090101003070100000005000 0000051590001679   
0601SZA0d       20090101003075100000005000 0000051710001680   
0601SZA0d       20090101003080100000005000 0000051810001681   
0601SZA0d       20090101003085100000005000 0000051910001681   
0601SZA0d       20090101003090100000005000 0000052030001682   
0601SZA0d       20090101003095100000005000 0000052120001683   
0601SZA0d       20090101003100100000005000 0000052230001683   
0601SZA0d       20090101003105100000005000 0000052340001684   
0601SZA0d       20090101003110100000005000 0000052440001685   
0601SZA0d       20090101003115100000005000 0000052550001686   
0601SZA0d       20090101003120100000005000 0000052650001686   
0601SZA0d       20090101003125100000005000 0000052750001687   
0601SZA0d       20090101003130100000005000 0000052860001687   
0601SZA0d       20090101003135100000005000 0000052960001688   
0601SZA0d       20090101003140100000005000 0000053070001689   
0601SZA0d       20090101003145100000005000 0000053170001689   
0601SZA0d       20090101003150100000005000 0000053270001690   
0601SZA0d       20090101003155100000005000 0000053400001691   
0601SZA0d       20090101003160100000005000 0000053490001691   
0601SZA0d       20090101003165100000005000 0000053590001692   
0601SZA0d       20090101003170100000005000 0000053710001693   
0601SZA0d       20090101003175100000005000 0000053800001693   
0601SZA0d       20090101003180100000005000 0000053900001694   
0601SZA0d       20090101003185100000005000 0000054020001695   
0601SZA0d       20090101003190100000005000 0000054110001695   
0601SZA0d       20090101003195100000005000 0000054220001696   
0601SZA0d       20090101003200100000005000 0000054330001696   
0601SZA0d       20090101003205100000005000 0000054420001697   
0601SZA0d       20090101003210100000005000 0000054540001698   
0601SZA0d       20090101003215100000005000 0000054640001698   
0601SZA0d       20090101003220100000005000 0000054740001699   
0601SZA0d       20090101003225100000005000 0000054850001699   
0601SZA0d       20090101003230100000005000 0000054950001700   
0601SZA0d       20090101003235100000005000 0000055050001700   
0601SZA0d       20090101003240100000005000 0000055170001701   
0601SZA0d       20090101003245100000005000 0000055270001702   
0601SZA0d       20090101003250100000005000 0000055370001702   
0601SZA0d       20090101003255100000005000 0000055480001703   
0601SZA0d       20090101003260100000005000 0000055580001704   
0601SZA0d       20090101003265100000005000 0000055700001705   
0601SZA0d       20090101003270100000005000 0000055790001705   
0601SZA0d       20090101003275100000005000 0000055890001705   
0601SZA0d       20090101003280100000005000 0000056010001706   
0601SZA0d       20090101003285100000005000 0000056100001706   
0601SZA0d       20090101003290100000005000 0000056210001707   
0601SZA0d       20090101003295100000005000 0000056320001708   
0601SZA0d       20090101003300100000005000 0000056410001708   
0601SZA0d       20090101003305100000005000 0000056530001709   
0601SZA0d       20090101003310100000005000 0000056640001710   
0601SZA0d       20090101003315100000005000 0000056730001710   
0601SZA0d       20090101003320100000005000 0000056850001711   
0601SZA0d       20090101003325100000005000 0000056950001711   
0601SZA0d       20090101003330100000005000 0000057040001712   
0601SZA0d       20090101003335100000005000 0000057160001713   
0601SZA0d       20090101003340100000005000 0000057260001713   
0601SZA0d       20090101003345100000005000 0000057360001714   
0601SZA0d       20090101003350100000005000 0000057470001714   
0601SZA0d       20090101003355100000005000 0000057570001715   
0601SZA0d       20090101003360100000005000 0000057680001715   
0601SZA0d       20090101003365100000005000 0000057780001716   
0601SZA0d       20090101003370100000005000 0000057880001716   
0601SZA0d       20090101003375100000005000 0000058000001717   
0601SZA0d       20090101003380100000005000 0000058090001717   
0601SZA0d       20090101003385100000005000 0000058200001718   
0601SZA0d       20090101003390100000005000 0000058310001719   
0601SZA0d       20090101003395100000005000 0000058410001719   
0601SZA0d       20090101003400100000005000 0000058530001720   
0601SZA0d       20090101003405100000005000 0000058630001721   
0601SZA0d       20090101003410100000005000 0000058720001721   
0601SZA0d       20090101003415100000005000 0000058840001722   
0601SZA0d       20090101003420100000005000 0000058940001722   
0601SZA0d       20090101003425100000005000 0000059030001722   
0601SZA0d       20090101003430100000005000 0000059150001723   
0601SZA0d       20090101003435100000005000 0000059250001724   
0601SZA0d       20090101003440100000005000 0000059350001724   
0601SZA0d       20090101003445100000005000 0000059460001725   
0601SZA0d       20090101003450100000005000 0000059560001725   
0601SZA0d       20090101003455100000005000 0000059670001726   
0601SZA0d       20090101003460100000005000 0000059770001726   
0601SZA0d       20090101003465100000005000 0000059880001727   
0601SZA0d       20090101003470100000005000 0000059990001728   
0601SZA0d       20090101003475100000005000 0000060090001728   
0601SZA0d       20090101003480100000005000 0000060190001728   
0601SZA0d       20090101003485100000005000 0000060300001729   
0601SZA0d       20090101003490100000005000 0000060400001729   
0601SZA0d       20090101003495100000005000 0000060510001730   
0601SZA0d       20090101003500100000005000 0000060610001730   
0601SZA0d       20090101003505100000005000 0000060710001731   
0601SZA0d       20090101003510100000005000 0000060830001732   
0601SZA0d       20090101003515100000005000 0000060930001732   
0601SZA0d       20090101003520100000005000 0000061020001732   
0601SZA0d       20090101003525100000005000 0000061140001733   
0601SZA0d       20090101003530100000005000 0000061240001734   
0601SZA0d       20090101003535100000005000 0000061340001734   
0601SZA0d       20090101003540100000005000 0000061460001735   
0601SZA0d       20090101003545100000005000 0000061560001735   
0601SZA0d       20090101003550100000005000 0000061670001736   
0601SZA0d       20090101003555100000005000 0000061770001736   
0601SZA0d       20090101003560100000005000 0000061870001737   
0601SZA0d       20090101003565100000005000 0000061980001737   
0601SZA0d       20090101003570100000005000 0000062080001738   
0601SZA0d       20090101003575100000005000 0000062180001738   
0601SZA0d       20090101003580100000005000 0000062290001739   
0601SZA0d       20090101003585100000005000 0000062390001739   
0601SZA0d       20090101003590100000005000 0000062500001740   
0601SZA0d       20090101003595100000005000 0000062600001740   
0601SZA0d       20090101003600100000005000 0000062700001740   
0601SZA0d       20090101003605100000005000 0000062820001741   
