00GL               20090106                                                                                   
0601GLA1d       20090101001230100000005000 0100020999001704   
0601GLA1d       20090101001235100000005000 0100021153501709   
0601GLA1d       20090101001240100000005000 0100021282501713   
0601GLA1d       20090101001245100000005000 0100021411001716   
0601GLA1d       20090101001250100000005000 0100021565501722   
0601GLA1d       20090101001255100000005000 0100021694501725   
0601GLA1d       20090101001260100000005000 0100021823501728   
0601GLA1d       20090101001265100000005000 0100021978001734   
0601GLA1d       20090101001270100000005000 0100022106501738   
0601GLA1d       20090101001275100000005000 0100022261501742   
0601GLA1d       20090101001280100000005000 0100022390001746   
0601GLA1d       20090101001285100000005000 0100022519001749   
0601GLA1d       20090101001290100000005000 0100022684501755   
0601GLA1d       20090101001295100000005000 0100022822501759   
0601GLA1d       20090101001300100000005000 0100022960501763   
0601GLA1d       20090101001305100000005000 0100023126001769   
0601GLA1d       20090101001310100000005000 0100023264001772   
0601GLA1d       20090101001315100000005000 0100023402001776   
0601GLA1d       20090101001320100000005000 0100023567501782   
0601GLA1d       20090101001325100000005000 0100023705501786   
0601GLA1d       20090101001330100000005000 0100023871001791   
0601GLA1d       20090101001335100000005000 0100024009001795   
0601GLA1d       20090101001340100000005000 0100024147001799   
0601GLA1d       20090101001345100000005000 0100024312501804   
0601GLA1d       20090101001350100000005000 0100024450501808   
0601GLA1d       20090101001355100000005000 0100024588501811   
0601GLA1d       20090101001360100000005000 0100024754001817   
0601GLA1d       20090101001365100000005000 0100024892001820   
0601GLA1d       20090101001370100000005000 0100025057501826   
0601GLA1d       20090101001375100000005000 0100025195501829   
0601GLA1d       20090101001380100000005000 0100025333501832   
0601GLA1d       20090101001385100000005000 0100025499001838   
0601GLA1d       20090101001390100000005000 0100025637001841   
0601GLA1d       20090101001395100000005000 0100025775001845   
0601GLA1d       20090101001400100000005000 0100025940501850   
0601GLA1d       20090101001405100000005000 0100026078501853   
0601GLA1d       20090101001410100000005000 0100026216501856   
0601GLA1d       20090101001415100000005000 0100026382001861   
0601GLA1d       20090101001420100000005000 0100026520001864   
0601GLA1d       20090101001425100000005000 0100026685501870   
0601GLA1d       20090101001430100000005000 0100026823501872   
0601GLA1d       20090101001435100000005000 0100026961501875   
0601GLA1d       20090101001440100000005000 0100027127001881   
0601GLA1d       20090101001445100000005000 0100027265001884   
0601GLA1d       20090101001450100000005000 0100027403001886   
0601GLA1d       20090101001455100000005000 0100027568501892   
0601GLA1d       20090101001460100000005000 0100027706501895   
0601GLA1d       20090101001465100000005000 0100027844501897   
0601GLA1d       20090101001470100000005000 0100028010001902   
0601GLA1d       20090101001475100000005000 0100028148001905   
0601GLA1d       20090101001480100000005000 0100028313501910   
0601GLA1d       20090101001485100000005000 0100028451501913   
0601GLA1d       20090101001490100000005000 0100028589501916   
0601GLA1d       20090101001495100000005000 0100028755001921   
0601GLA1d       20090101001500100000500000 0100036624002093   
0601GLA1d       20090101002000100000500000 0100052916502352   
0601GLA1d       20090101002500100000500000 0100069507502528   
0601GLA2d       20090101000000100000040000 0200000104000500   
0601GLA2d       20090101000040100000005000 0200000104000235   
0601GLA2d       20090101000045100000005000 0200000104000211   
0601GLA2d       20090101000050100000005000 0200000104000190   
0601GLA2d       20090101000055100000005000 0200000104000174   
0601GLA2d       20090101000060100000005000 0200000104000160   
0601GLA2d       20090101000065100000005000 0200000104000148   
0601GLA2d       20090101000070100000005000 0200000104000138   
0601GLA2d       20090101000075100000005000 0200000104000129   
0601GLA2d       20090101000080100000005000 0200000104000121   
0601GLA2d       20090101000085100000005000 0200000104000114   
0601GLA2d       20090101000090100000005000 0200000104000108   
0601GLA2d       20090101000095100000005000 0200000104000103   
0601GLA2d       20090101000100100000005000 0200000104000098   
0601GLA2d       20090101000105100000005000 0200000104000093   
0601GLA2d       20090101000110100000005000 0200000104000089   
0601GLA2d       20090101000115100000005000 0200000104000085   
0601GLA2d       20090101000120100000005000 0200000104000082   
0601GLA2d       20090101000125100000005000 0200000104000078   
0601GLA2d       20090101000130100000005000 0200000104000075   
0601GLA2d       20090101000135100000005000 0200000104000073   
0601GLA2d       20090101000140100000005000 0200000104000070   
0601GLA2d       20090101000145100000005000 0200000104000068   
0601GLA2d       20090101000150100000005000 0200000104000066   
0601GLA2d       20090101000155100000005000 0200000104000063   
0601GLA2d       20090101000160100000005000 0200000104000062   
0601GLA2d       20090101000165100000005000 0200000104000060   
0601GLA2d       20090101000170100000005000 0200000104000058   
0601GLA2d       20090101000175100000005000 0200000104000056   
0601GLA2d       20090101000180100000005000 0200000104000055   
0601GLA2d       20090101000185100000005000 0200000104000053   
0601GLA2d       20090101000190100000005000 0200000104000052   
0601GLA2d       20090101000195100000005000 0200000104000051   
0601GLA2d       20090101000200100000005000 0200000104000049   
0601GLA2d       20090101000205100000005000 0200000104000048   
0601GLA2d       20090101000210100000005000 0200000126500061   
0601GLA2d       20090101000215100000005000 0200000130000060   
0601GLA2d       20090101000220100000005000 0200000133000058   
0601GLA2d       20090101000225100000005000 0200000136500062   
0601GLA2d       20090101000230100000005000 0200000139500060   
0601GLA2d       20090101000235100000005000 0200000142500059   
0601GLA2d       20090101000240100000005000 0200000146000062   
0601GLA2d       20090101000245100000005000 0200000149000061   
0601GLA2d       20090101000250100000005000 0200000152500059   
0601GLA2d       20090101000255100000005000 0200000173000066   
0601GLA2d       20090101000260100000005000 0200000205500080   
0601GLA2d       20090101000265100000005000 0200000237500090   
0601GLA2d       20090101000270100000005000 0200000270000099   
0601GLA2d       20090101000275100000005000 0200000302000108   
0601GLA2d       20090101000280100000005000 0200000334500117   
0601GLA2d       20090101000285100000005000 0200000367000129   
0601GLA2d       20090101000290100000005000 0200000405500140   
0601GLA2d       20090101000295100000005000 0200000438000148   
0601GLA2d       20090101000300100000005000 0200000485500162   
0601GLA2d       20090101000305100000005000 0200000537500176   
0601GLA2d       20090101000310100000005000 0200000589000189   
0601GLA2d       20090101000315100000005000 0200000641000202   
0601GLA2d       20090101000320100000005000 0200000692500214   
0601GLA2d       20090101000325100000005000 0200000744000226   
0601GLA2d       20090101000330100000005000 0200000796000241   
0601GLA2d       20090101000335100000005000 0200000847500252   
0601GLA2d       20090101000340100000005000 0200000899500263   
0601GLA2d       20090101000345100000005000 0200000952000273   
0601GLA2d       20090101000350100000005000 0200001004000284   
0601GLA2d       20090101000355100000005000 0200001056000297   
0601GLA2d       20090101000360100000005000 0200001108000306   
0601GLA2d       20090101000365100000005000 0200001160500316   
0601GLA2d       20090101000370100000005000 0200001212500325   
0601GLA2d       20090101000375100000005000 0200001278500339   
0601GLA2d       20090101000380100000005000 0200001348500353   
0601GLA2d       20090101000385100000005000 0200001418000366   
0601GLA2d       20090101000390100000005000 0200001487500380   
0601GLA2d       20090101000395100000005000 0200001557000392   
0601GLA2d       20090101000400100000005000 0200001627000405   
0601GLA2d       20090101000405100000005000 0200001710500420   
0601GLA2d       20090101000410100000005000 0200001780000432   
0601GLA2d       20090101000415100000005000 0200001849500443   
0601GLA2d       20090101000420100000005000 0200001919000454   
0601GLA2d       20090101000425100000005000 0200001990500465   
0601GLA2d       20090101000430100000005000 0200002066500479   
0601GLA2d       20090101000435100000005000 0200002145500491   
0601GLA2d       20090101000440100000005000 0200002224500502   
0601GLA2d       20090101000445100000005000 0200002303500514   
0601GLA2d       20090101000450100000005000 0200002382000526   
0601GLA2d       20090101000455100000005000 0200002461000538   
0601GLA2d       20090101000460100000005000 0200002540000549   
0601GLA2d       20090101000465100000005000 0200002619000560   
0601GLA2d       20090101000470100000005000 0200002697500571   
0601GLA2d       20090101000475100000005000 0200002776500582   
0601GLA2d       20090101000480100000005000 0200002871500595   
0601GLA2d       20090101000485100000005000 0200002950000605   
0601GLA2d       20090101000490100000005000 0200003029000615   
0601GLA2d       20090101000495100000005000 0200003108000625   
0601GLA2d       20090101000500100000005000 0200003187000635   
0601GLA2d       20090101000505100000005000 0200003281500646   
0601GLA2d       20090101000510100000005000 0200003360500656   
0601GLA2d       20090101000515100000005000 0200003439500665   
0601GLA2d       20090101000520100000005000 0200003518000674   
0601GLA2d       20090101000525100000005000 0200003613000684   
0601GLA2d       20090101000530100000005000 0200003692000693   
0601GLA2d       20090101000535100000005000 0200003770500701   
0601GLA2d       20090101000540100000005000 0200003849500710   
0601GLA2d       20090101000545100000005000 0200003928500718   
0601GLA2d       20090101000550100000005000 0200004023000728   
0601GLA2d       20090101000555100000005000 0200004102500735   
0601GLA2d       20090101000560100000005000 0200004183000743   
0601GLA2d       20090101000565100000005000 0200004263000751   
0601GLA2d       20090101000570100000005000 0200004343500758   
0601GLA2d       20090101000575100000005000 0200004423500765   
0601GLA2d       20090101000580100000005000 0200004504000773   
0601GLA2d       20090101000585100000005000 0200004584000780   
0601GLA2d       20090101000590100000005000 0200004664500786   
0601GLA2d       20090101000595100000005000 0200004744500793   
0601GLA2d       20090101000600100000005000 0200004825000802   
0601GLA2d       20090101000605100000005000 0200004905000808   
0601GLA2d       20090101000610100000005000 0200004985500815   
0601GLA2d       20090101000615100000005000 0200005065500821   
0601GLA2d       20090101000620100000005000 0200005146000827   
0601GLA2d       20090101000625100000005000 0200005226000833   
0601GLA2d       20090101000630100000005000 0200005306500840   
0601GLA2d       20090101000635100000005000 0200005386500845   
