00SG               20081219                                                                                   
0601SGC6d       20090101000720100000005000w0600003500000484   
0601SGC6d       20090101000725100000005000w0600003610000496   
0601SGC6d       20090101000730100000005000w0600003680000502   
0601SGC6d       20090101000735100000005000w0600003800000515   
0601SGC6d       20090101000740100000005000w0600003880000523   
0601SGC6d       20090101000745100000005000w0600004000000535   
0601SGC6d       20090101000750100000005000w0600004070000541   
0601SGC6d       20090101000755100000005000w0600004180000552   
0601SGC6d       20090101000760100000005000w0600004250000557   
0601SGC6d       20090101000765100000005000w0600004370000569   
0601SGC6d       20090101000770100000005000w0600004450000576   
0601SGC6d       20090101000775100000005000w0600004570000588   
0601SGC6d       20090101000780100000005000w0600004640000593   
0601SGC6d       20090101000785100000005000w0600004760000604   
0601SGC6d       20090101000790100000005000w0600004820000608   
0601SGC6d       20090101000795100000005000w0600004940000619   
0601SGC6d       20090101000800100000005000w0600005000000623   
0601SGC6d       20090101000805100000005000w0600005110000633   
0601SGC6d       20090101000810100000005000w0600005190000639   
0601SGC6d       20090101000815100000005000w0600005310000650   
0601SGC6d       20090101000820100000005000w0600005370000653   
0601SGC6d       20090101000825100000005000w0600005480000662   
0601SGC6d       20090101000830100000005000w0600005550000667   
0601SGC6d       20090101000835100000005000w0600005680000678   
0601SGC6d       20090101000840100000005000w0600005780000686   
0601SGC6d       20090101000845100000005000w0600005890000695   
0601SGC6d       20090101000850100000005000w0600005990000703   
0601SGC6d       20090101000855100000005000w0600006120000714   
0601SGC6d       20090101000860100000005000w0600006210000720   
0601SGC6d       20090101000865100000005000w0600006350000732   
0601SGC6d       20090101000870100000005000w0600006440000738   
0601SGC6d       20090101000875100000005000w0600006570000749   
0601SGC6d       20090101000880100000005000w0600006680000757   
0601SGC6d       20090101000885100000005000w0600006820000768   
0601SGC6d       20090101000890100000005000w0600006910000774   
0601SGC6d       20090101000895100000005000w0600007040000784   
0601SGC6d       20090101000900100000005000w0600007130000790   
0601SGC6d       20090101000905100000005000w0600007270000801   
0601SGC6d       20090101000910100000005000w0600007360000807   
0601SGC6d       20090101000915100000005000w0600007490000816   
0601SGC6d       20090101000920100000005000w0600007590000823   
0601SGC6d       20090101000925100000005000w0600007720000832   
0601SGC6d       20090101000930100000005000w0600007810000838   
0601SGC6d       20090101000935100000005000w0600007940000847   
0601SGC6d       20090101000940100000005000w0600008020000851   
0601SGC6d       20090101000945100000005000w0600008150000860   
0601SGC6d       20090101000950100000005000w0600008260000867   
0601SGC6d       20090101000955100000005000w0600008370000874   
0601SGC6d       20090101000960100000005000w0600008470000880   
0601SGC6d       20090101000965100000005000w0600008600000889   
0601SGC6d       20090101000970100000005000w0600008690000894   
0601SGC6d       20090101000975100000005000w0600008820000902   
0601SGC6d       20090101000980100000005000w0600008910000907   
0601SGC6d       20090101000985100000005000w0600009050000916   
0601SGC6d       20090101000990100000005000w0600009160000923   
0601SGC6d       20090101000995100000005000w0600009290000931   
0601SGC6d       20090101001000100000005000w0600009390000937   
0601SGC6d       20090101001005100000005000w0600009520000945   
0601SGC6d       20090101001010100000005000w0600009610000949   
0601SGC6d       20090101001015100000005000w0600009750000958   
0601SGC6d       20090101001020100000005000w0600009840000962   
0601SGC6d       20090101001025100000005000w0600009970000970   
0601SGC6d       20090101001030100000005000w0600010070000975   
0601SGC6d       20090101001035100000005000w0600010200000983   
0601SGC6d       20090101001040100000005000w0600010290000987   
0601SGC6d       20090101001045100000005000w0600010420000995   
0601SGC6d       20090101001050100000005000w0600010500000998   
0601SGC6d       20090101001055100000005000w0600010630001005   
0601SGC6d       20090101001060100000005000w0600010740001011   
0601SGC6d       20090101001065100000005000w0600010870001018   
0601SGC6d       20090101001070100000005000w0600010950001021   
0601SGC6d       20090101001075100000005000w0600011090001029   
0601SGC6d       20090101001080100000005000w0600011190001034   
0601SGC6d       20090101001085100000005000w0600011330001042   
0601SGC6d       20090101001090100000005000w0600011420001045   
0601SGC6d       20090101001095100000005000w0600011560001053   
0601SGC6d       20090101001100100000005000w0600011660001058   
0601SGC6d       20090101001105100000005000w0600011790001065   
0601SGC6d       20090101001110100000005000w0600011900001070   
0601SGC6d       20090101001115100000005000w0600012040001077   
0601SGC6d       20090101001120100000005000w0600012130001081   
0601SGC6d       20090101001125100000005000w0600012270001088   
0601SGC6d       20090101001130100000005000w0600012370001092   
0601SGC6d       20090101001135100000005000w0600012510001100   
0601SGC6d       20090101001140100000005000w0600012600001103   
0601SGC6d       20090101001145100000005000w0600012740001110   
0601SGC6d       20090101001150100000005000w0600012830001113   
0601SGC6d       20090101001155100000005000w0600012990001122   
0601SGC6d       20090101001160100000005000w0600013080001125   
0601SGC6d       20090101001165100000005000w0600013220001132   
0601SGC6d       20090101001170100000005000w0600013320001136   
0601SGC6d       20090101001175100000005000w0600013460001143   
0601SGC6d       20090101001180100000005000w0600013570001148   
0601SGC6d       20090101001185100000005000w0600013710001155   
0601SGC6d       20090101001190100000005000w0600013810001158   
0601SGC6d       20090101001195100000005000w0600013950001165   
0601SGC6d       20090101001200100000005000w0600014060001169   
0601SGC6d       20090101001205100000005000w0600014210001177   
0601SGC6d       20090101001210100000005000w0600014300001179   
0601SGC6d       20090101001215100000005000w0600014450001187   
0601SGC6d       20090101001220100000005000w0600014540001189   
0601SGC6d       20090101001225100000005000w0600014680001196   
0601SGC6d       20090101001230100000005000w0600014790001200   
0601SGC6d       20090101001235100000005000w0600014940001207   
0601SGC6d       20090101001240100000005000w0600015040001210   
0601SGC6d       20090101001245100000005000w0600015190001218   
0601SGC6d       20090101001250100000005000w0600015300001222   
0601SGC6d       20090101001255100000005000w0600015450001229   
0601SGC6d       20090101001260100000005000w0600015550001232   
0601SGC6d       20090101001265100000005000w0600015690001238   
0601SGC6d       20090101001270100000005000w0600015780001240   
0601SGC6d       20090101001275100000005000w0600015940001248   
0601SGC6d       20090101001280100000005000w0600016030001250   
0601SGC6d       20090101001285100000005000w0600016180001257   
0601SGC6d       20090101001290100000005000w0600016280001260   
0601SGC6d       20090101001295100000005000w0600016420001266   
0601SGC6d       20090101001300100000005000w0600016540001270   
0601SGC6d       20090101001305100000005000w0600016680001276   
0601SGC6d       20090101001310100000005000w0600016780001278   
0601SGC6d       20090101001315100000005000w0600016930001285   
0601SGC6d       20090101001320100000005000w0600017050001289   
0601SGC6d       20090101001325100000005000w0600017200001296   
0601SGC6d       20090101001330100000005000w0600017310001299   
0601SGC6d       20090101001335100000005000w0600017480001307   
0601SGC6d       20090101001340100000005000w0600017590001310   
0601SGC6d       20090101001345100000005000w0600017760001318   
0601SGC6d       20090101001350100000005000w0600017890001323   
0601SGC6d       20090101001355100000005000w0600018070001331   
0601SGC6d       20090101001360100000005000w0600018190001335   
0601SGC6d       20090101001365100000005000w0600018360001343   
0601SGC6d       20090101001370100000005000w0600018510001349   
0601SGC6d       20090101001375100000005000w0600018680001356   
0601SGC6d       20090101001380100000005000w0600018800001360   
0601SGC6d       20090101001385100000005000w0600018980001368   
0601SGC6d       20090101001390100000005000w0600019100001372   
0601SGC6d       20090101001395100000005000w0600019290001380   
0601SGC6d       20090101001400100000005000w0600019420001385   
0601SGC6d       20090101001405100000005000w0600019590001392   
0601SGC6d       20090101001410100000005000w0600019720001396   
0601SGC6d       20090101001415100000005000w0600019890001403   
0601SGC6d       20090101001420100000005000w0600020030001408   
0601SGC6d       20090101001425100000005000w0600020200001415   
0601SGC6d       20090101001430100000005000w0600020330001419   
0601SGC6d       20090101001435100000005000w0600020500001426   
0601SGC6d       20090101001440100000005000w0600020650001432   
0601SGC6d       20090101001445100000005000w0600020810001438   
0601SGC6d       20090101001450100000005000w0600020950001442   
0601SGC6d       20090101001455100000005000w0600021120001449   
0601SGC6d       20090101001460100000005000w0600021240001452   
0601SGC6d       20090101001465100000005000w0600021420001460   
0601SGC6d       20090101001470100000005000w0600021560001464   
0601SGC6d       20090101001475100000005000w0600021730001471   
0601SGC6d       20090101001480100000005000w0600021860001475   
0601SGC6d       20090101001485100000005000w0600022030001481   
0601SGC6d       20090101001490100000010000w0600000000001483   
0601SGC6d       20090101001500100000500000w0600000000001718   
0601SGC6d       20090101002000100000500000w0600000000002031   
0601SGC6d       20090101002500100007499900w0600000000002123   
0601SGC7d       20090101000000100000115000w0700000030000027   
0601SGC7d       20090101000115100000005000w0700000030000026   
0601SGC7d       20090101000120100000005000w0700000030000024   
0601SGC7d       20090101000125100000005000w0700000030000024   
0601SGC7d       20090101000130100000005000w0700000030000023   
0601SGC7d       20090101000135100000005000w0700000030000022   
0601SGC7d       20090101000140100000005000w0700000030000021   
0601SGC7d       20090101000145100000005000w0700000030000020   
0601SGC7d       20090101000150100000005000w0700000030000020   
0601SGC7d       20090101000155100000005000w0700000030000019   
0601SGC7d       20090101000160100000005000w0700000030000018   
0601SGC7d       20090101000165100000005000w0700000030000018   
0601SGC7d       20090101000170100000005000w0700000030000017   
0601SGC7d       20090101000175100000005000w0700000030000017   
0601SGC7d       20090101000180100000005000w0700000030000016   
0601SGC7d       20090101000185100000005000w0700000030000016   
0601SGC7d       20090101000190100000005000w0700000030000016   
0601SGC7d       20090101000195100000005000w0700000030000015   
0601SGC7d       20090101000200100000005000w0700000030000015   
0601SGC7d       20090101000205100000005000w0700000030000014   
