00TG               20081204                                                                                   
0601TGC8+       20090101001600100000005000m0800014130000882   
0601TGC8+       20090101001605100000005000m0800014260000887   
0601TGC8+       20090101001610100000005000m0800014400000893   
0601TGC8+       20090101001615100000005000m0800014530000898   
0601TGC8+       20090101001620100000005000m0800014680000905   
0601TGC8+       20090101001625100000005000m0800014810000910   
0601TGC8+       20090101001630100000005000m0800014930000915   
0601TGC8+       20090101001635100000005000m0800015080000921   
0601TGC8+       20090101001640100000005000m0800015210000926   
0601TGC8+       20090101001645100000005000m0800015350000932   
0601TGC8+       20090101001650100000005000m0800015500000938   
0601TGC8+       20090101001655100000005000m0800015620000942   
0601TGC8+       20090101001660100000005000m0800015760000948   
0601TGC8+       20090101001665100000005000m0800015920000955   
0601TGC8+       20090101001670100000005000m0800016050000960   
0601TGC8+       20090101001675100000005000m0800016210000966   
0601TGC8+       20090101001680100000005000m0800016360000972   
0601TGC8+       20090101001685100000005000m0800016490000977   
0601TGC8+       20090101001690100000005000m0800016650000984   
0601TGC8+       20090101001695100000005000m0800016800000990   
0601TGC8+       20090101001700100000005000m0800016940000995   
0601TGC8+       20090101001705100000005000m0800017110001002   
0601TGC8+       20090101001710100000005000m0800017250001007   
0601TGC8+       20090101001715100000005000m0800017380001012   
0601TGC8+       20090101001720100000005000m0800017550001019   
0601TGC8+       20090101001725100000005000m0800017690001024   
0601TGC8+       20090101001730100000005000m0800017850001030   
0601TGC8+       20090101001735100000005000m0800018000001036   
0601TGC8+       20090101001740100000005000m0800018130001040   
0601TGC8+       20090101001745100000005000m0800018310001048   
0601TGC8+       20090101001750100000005000m0800018440001052   
0601TGC8+       20090101001755100000005000m0800018590001058   
0601TGC8+       20090101001760100000005000m0800018750001064   
0601TGC8+       20090101001765100000005000m0800018900001069   
0601TGC8+       20090101001770100000005000m0800019060001075   
0601TGC8+       20090101001775100000005000m0800019200001080   
0601TGC8+       20090101001780100000005000m0800019340001085   
0601TGC8+       20090101001785100000005000m0800019500001091   
0601TGC8+       20090101001790100000005000m0800019650001096   
0601TGC8+       20090101001795100000005000m0800019780001100   
0601TGC8+       20090101001800100000005000m0800019960001107   
0601TGC8+       20090101001805100000005000m0800020090001111   
0601TGC8+       20090101001810100000005000m0800020240001117   
0601TGC8+       20090101001815100000005000m0800020400001122   
0601TGC8+       20090101001820100000005000m0800020550001128   
0601TGC8+       20090101001825100000005000m0800020710001133   
0601TGC8+       20090101001830100000005000m0800020850001138   
0601TGC8+       20090101001835100000005000m0800020990001142   
0601TGC8+       20090101001840100000005000m0800021160001148   
0601TGC8+       20090101001845100000005000m0800021300001153   
0601TGC8+       20090101001850100000005000m0800021440001157   
0601TGC8+       20090101001855100000005000m0800021610001163   
0601TGC8+       20090101001860100000005000m0800021750001168   
0601TGC8+       20090101001865100000005000m0800021910001173   
0601TGC8+       20090101001870100000005000m0800022060001178   
0601TGC8+       20090101001875100000005000m0800022210001183   
0601TGC8+       20090101001880100000005000m0800022370001188   
0601TGC8+       20090101001885100000005000m0800022510001193   
0601TGC8+       20090101001890100000005000m0800022660001197   
0601TGC8+       20090101001895100000005000m0800022820001203   
0601TGC8+       20090101001900100000005000m0800022960001207   
0601TGC8+       20090101001905100000005000m0800023110001212   
0601TGC8+       20090101001910100000005000m0800023280001217   
0601TGC8+       20090101001915100000005000m0800023420001221   
0601TGC8+       20090101001920100000005000m0800023580001227   
0601TGC8+       20090101001925100000005000m0800023720001231   
0601TGC8+       20090101001930100000005000m0800023870001235   
0601TGC8+       20090101001935100000005000m0800024040001241   
0601TGC8+       20090101001940100000005000m0800024180001245   
0601TGC8+       20090101001945100000005000m0800024320001249   
0601TGC8+       20090101001950100000005000m0800024490001254   
0601TGC8+       20090101001955100000005000m0800024630001258   
0601TGC8+       20090101001960100000005000m0800024780001263   
0601TGC8+       20090101001965100000005000m0800024950001268   
0601TGC8+       20090101001970100000005000m0800025080001271   
0601TGC8+       20090101001975100000005000m0800025260001277   
0601TGC8+       20090101001980100000005000m0800025390001281   
0601TGC8+       20090101001985100000005000m0800025540001285   
0601TGC8+       20090101001990100000005000m0800025710001290   
0601TGC8+       20090101001995100000005000m0800025850001294   
0601TGC8+       20090101002000100002000000m0800000000001951   
0601TGC8+       20090101004000100095999900m0800000000002323   
0601TGC0+       20090101000000100000120000w0000000000000034   
0601TGC0+       20090101000120100000005000w0000000040000033   
0601TGC0+       20090101000125100000005000w0000000060000047   
0601TGC0+       20090101000130100000005000w0000000080000060   
0601TGC0+       20090101000135100000005000w0000000110000080   
0601TGC0+       20090101000140100000005000w0000000140000098   
0601TGC0+       20090101000145100000005000w0000000170000115   
0601TGC0+       20090101000150100000005000w0000000210000138   
0601TGC0+       20090101000155100000005000w0000000250000159   
0601TGC0+       20090101000160100000005000w0000000300000185   
0601TGC0+       20090101000165100000005000w0000000350000209   
0601TGC0+       20090101000170100000005000w0000000400000232   
0601TGC0+       20090101000175100000005000w0000000470000265   
0601TGC0+       20090101000180100000005000w0000000530000290   
0601TGC0+       20090101000185100000005000w0000000590000315   
0601TGC0+       20090101000190100000005000w0000000660000343   
0601TGC0+       20090101000195100000005000w0000000740000375   
0601TGC0+       20090101000200100000005000w0000000820000405   
0601TGC0+       20090101000205100000005000w0000000890000429   
0601TGC0+       20090101000210100000005000w0000000980000461   
0601TGC0+       20090101000215100000005000w0000001060000487   
0601TGC0+       20090101000220100000005000w0000001150000517   
0601TGC0+       20090101000225100000005000w0000001240000545   
0601TGC0+       20090101000230100000005000w0000001320000568   
0601TGC0+       20090101000235100000005000w0000001400000589   
0601TGC0+       20090101000240100000005000w0000001480000610   
0601TGC0+       20090101000245100000005000w0000001570000634   
0601TGC0+       20090101000250100000005000w0000001660000657   
0601TGC0+       20090101000255100000005000w0000001770000687   
0601TGC0+       20090101000260100000005000w0000001850000705   
0601TGC0+       20090101000265100000005000w0000001950000729   
0601TGC0+       20090101000270100000005000w0000002050000752   
0601TGC0+       20090101000275100000005000w0000002150000775   
0601TGC0+       20090101000280100000005000w0000002250000796   
0601TGC0+       20090101000285100000005000w0000002350000817   
0601TGC0+       20090101000290100000005000w0000002450000838   
0601TGC0+       20090101000295100000005000w0000002550000857   
0601TGC0+       20090101000300100000005000w0000002650000876   
0601TGC0+       20090101000305100000005000w0000002760000898   
0601TGC0+       20090101000310100000005000w0000002860000915   
0601TGC0+       20090101000315100000005000w0000002960000932   
0601TGC0+       20090101000320100000005000w0000003070000952   
0601TGC0+       20090101000325100000005000w0000003180000971   
0601TGC0+       20090101000330100000005000w0000003290000989   
0601TGC0+       20090101000335100000005000w0000003390001004   
0601TGC0+       20090101000340100000005000w0000003500001022   
0601TGC0+       20090101000345100000005000w0000003600001036   
0601TGC0+       20090101000350100000005000w0000003710001052   
0601TGC0+       20090101000355100000005000w0000003810001066   
0601TGC0+       20090101000360100000005000w0000003920001081   
0601TGC0+       20090101000365100000005000w0000004010001091   
0601TGC0+       20090101000370100000005000w0000004090001098   
0601TGC0+       20090101000375100000005000w0000004160001102   
0601TGC0+       20090101000380100000005000w0000004240001108   
0601TGC0+       20090101000385100000005000w0000004320001115   
0601TGC0+       20090101000390100000005000w0000004400001121   
0601TGC0+       20090101000395100000005000w0000004480001127   
0601TGC0+       20090101000400100000005000w0000004560001133   
0601TGC0+       20090101000405100000005000w0000004640001139   
0601TGC0+       20090101000410100000005000w0000004720001144   
0601TGC0+       20090101000415100000005000w0000004800001150   
0601TGC0+       20090101000420100000005000w0000004880001155   
0601TGC0+       20090101000425100000005000w0000004970001163   
0601TGC0+       20090101000430100000005000w0000005040001165   
0601TGC0+       20090101000435100000005000w0000005120001170   
0601TGC0+       20090101000440100000005000w0000005200001175   
0601TGC0+       20090101000445100000005000w0000005290001182   
0601TGC0+       20090101000450100000005000w0000005360001185   
0601TGC0+       20090101000455100000005000w0000005450001191   
0601TGC0+       20090101000460100000005000w0000005540001198   
0601TGC0+       20090101000465100000005000w0000005620001202   
0601TGC0+       20090101000470100000005000w0000005700001206   
0601TGC0+       20090101000475100000005000w0000005780001210   
0601TGC0+       20090101000480100000005000w0000005870001217   
0601TGC0+       20090101000485100000005000w0000005960001223   
0601TGC0+       20090101000490100000005000w0000006040001226   
0601TGC0+       20090101000495100000005000w0000006130001232   
0601TGC0+       20090101000500100000005000w0000006220001238   
0601TGC0+       20090101000505100000005000w0000006310001243   
0601TGC0+       20090101000510100000005000w0000006390001247   
0601TGC0+       20090101000515100000005000w0000006480001252   
0601TGC0+       20090101000520100000005000w0000006580001259   
0601TGC0+       20090101000525100000005000w0000006670001264   
0601TGC0+       20090101000530100000005000w0000006750001268   
0601TGC0+       20090101000535100000005000w0000006850001274   
0601TGC0+       20090101000540100000005000w0000006940001279   
0601TGC0+       20090101000545100000005000w0000007020001282   
0601TGC0+       20090101000550100000005000w0000007120001289   
0601TGC0+       20090101000555100000005000w0000007210001293   
0601TGC0+       20090101000560100000005000w0000007290001296   
0601TGC0+       20090101000565100000005000w0000007390001302   
0601TGC0+       20090101000570100000005000w0000007480001307   
0601TGC0+       20090101000575100000005000w0000007570001311   
0601TGC0+       20090101000580100000005000w0000007660001315   
0601TGC0+       20090101000585100000005000w0000007750001319   
0601TGC0+       20090101000590100000005000w0000007840001323   
